Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class
A11,12,A30,A40,1082,A61,A73,4,A93,A101,15.903255997331112,__NOISE__Attribute12__245322142534,48,A141,A152,-0.5233865235868933,A173,1,A191,A201,2
A14,12,A32,A43,886,A65,A73,4,A92,A101,-11.151142748650047,A123,21,A143,A152,1,A173,1,__NOISE__Attribute19__206387017789,A201,1
A14,4,A32,A42,601,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1
A11,24,A34,A41,2957,__NOISE__Attribute6__122376453993,A75,4,A93,A101,4,A122,63,A143,A152,15.024314930243582,A173,1,A192,A201,1
A14,24,A34,A43,2611,A61,A75,4,A94,A102,3,A121,46,A143,__NOISE__Attribute15__800079252114,2,A173,1,A191,A201,1
A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,6.095713353943077,A173,1,A191,A201,2
A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1
A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,__NOISE__Attribute15__436768210413,1,A173,1,A191,A201,2
A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1
A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,__NOISE__Attribute15__209066933321,3,A173,2,A192,A201,1
A12,21,A32,A42,3976,A65,__NOISE__Attribute7__498005306131,-5.479056396242328,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1
A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,2
A14,24,A32,A40,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,16.132664820258306,A173,1,A191,A201,1
A11,9,A32,A43,1364,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A43,709,__NOISE__Attribute6__619646921419,A75,4,A93,A101,4,A121,57,A142,__NOISE__Attribute15__821575540791,1,A172,1,A191,A201,2
A11,20,A34,A40,2235,A61,A73,4,A94,A103,2,A122,33,A141,A151,2,A173,1,__NOISE__Attribute19__514133195635,A202,2
A14,24,A34,A41,4042,A65,A74,9.972121823301364,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1
A14,15,A34,A43,1471,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1
A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,2
A14,36,A33,A40,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1
A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,__NOISE__Attribute19__515550102711,A201,1
A14,10,A32,A48,894,A65,A74,4,A92,A101,3,__NOISE__Attribute12__908186759895,40,A143,A152,1,A173,1,A192,A201,1
A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,__NOISE__Attribute19__484464666738,A201,1
A11,15,A32,A40,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,2
A14,9,A32,A40,3577,__NOISE__Attribute6__105986515058,A73,1,A93,A103,2,A121,26,A143,A151,-10.802202312008312,A173,2,A191,A202,1
A14,24,A34,A41,5804,__NOISE__Attribute6__548760469941,A73,4,A93,A101,2,__NOISE__Attribute12__98384149191,27,A143,A152,2,A173,1,A191,A201,1
A14,18,A33,A49,2169,__NOISE__Attribute6__200020010607,A73,4,A94,A101,-9.194579681312064,__NOISE__Attribute12__245322142534,28,A143,A152,1,A173,1,A192,A201,2
A11,24,A32,A43,2439,A61,A72,4,A92,A101,4,A121,35,A143,A152,1,A173,1,__NOISE__Attribute19__913165587780,A201,2
A14,27,A34,A42,4526,__NOISE__Attribute6__904128144202,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1
A14,10,A32,A42,2210,__NOISE__Attribute6__617225580300,A73,2,A93,A101,5.314535273333769,A121,25,A141,A151,1,A172,1,A191,A201,2
A14,15,A32,A42,2221,A63,A73,-4.385995693984155,A92,A101,4,A123,20,A143,A151,6.095713353943077,A173,1,A191,A201,1
A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1
A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1
A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1
A11,12,A32,A42,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1
A14,36,A33,A42,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1
A13,6,A34,A40,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1
A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1
A14,15,A32,A44,874,A65,A72,4,A92,A101,1,__NOISE__Attribute12__251799447178,24,A143,A152,1,A173,1,__NOISE__Attribute19__56472896382,A201,1
A11,12,A32,A42,3590,__NOISE__Attribute6__223740213341,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1
A12,11,A34,A40,1322,A64,__NOISE__Attribute7__526818709942,4,A92,A101,11.924333333120966,A123,40,A143,A152,2,A173,1,A191,A201,1
A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1
A14,36,A32,A43,3595,A61,__NOISE__Attribute7__526818709942,4,A93,A101,-9.194579681312064,A123,28,A143,A152,1,A173,1,A191,A201,1
A11,9,A32,A40,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,2
A14,30,A34,A43,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A41,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1
A14,24,A32,A41,9277,A65,A73,2,A91,A101,4,A124,48,A143,A153,1,A173,1,__NOISE__Attribute19__177211312573,A201,1
A12,30,A34,A40,2181,A65,A75,-4.992218108869284,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1
A14,18,A34,A43,1098,A61,A71,4,A92,A101,4,__NOISE__Attribute12__245322142534,65,A143,A152,2,A171,1,A191,A201,1
A12,24,A32,A42,4057,A61,A74,3,A91,A101,3,A123,43,A143,A152,-8.203363414184732,A173,1,A192,A201,2
A11,12,A32,A46,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,2
A12,24,A34,A49,2825,A65,__NOISE__Attribute7__136067310184,4,__NOISE__Attribute9__558808025121,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1
A12,48,A32,A49,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,2
A14,36,A34,A40,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1
A14,28,A31,A41,7824,A65,A72,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1
A11,27,A34,A49,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1
A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1
A11,12,A34,A40,2171,__NOISE__Attribute6__617225580300,A73,4,A93,A101,4,__NOISE__Attribute12__939314764254,38,A141,__NOISE__Attribute15__92162113096,2,A172,1,A191,A202,1
A12,36,A34,A41,5800,A61,A73,3,__NOISE__Attribute9__605795380096,A101,4,A123,34,A143,__NOISE__Attribute15__199365213557,2,A173,1,A192,A201,1
A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,__NOISE__Attribute15__711608508588,2,A173,1,A192,A201,1
A14,36,A33,A41,8947,A65,A74,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1
A11,21,A32,A43,2606,__NOISE__Attribute6__844072808986,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1
A14,12,A34,A42,1592,__NOISE__Attribute6__844072808986,A74,3,A92,A101,2,A122,35,A143,__NOISE__Attribute15__92162113096,1,A173,1,A191,A202,1
A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1
A11,18,A32,A42,4153,A61,A73,2,A93,A102,-7.441726926997574,A123,42,A143,A152,1,A173,1,A191,A201,2
A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,2
A14,20,A34,A40,3485,A65,A72,-9.32643513556357,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1
A14,36,A34,A41,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,__NOISE__Attribute19__514133195635,A201,1
A14,15,A32,A43,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1
A14,24,A32,A43,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A43,1107,A61,A73,2,A93,A101,-3.6078007304803092,A121,20,A143,A151,1,A174,2,A192,A201,1
A11,21,A32,A40,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1
A12,36,A32,A46,3711,A65,__NOISE__Attribute7__689144920939,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1
A14,15,A33,A41,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1
A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,15.024314930243582,A172,1,A191,A201,1
A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1
A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2
A12,30,A32,A43,2991,A65,A75,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,11,A32,A49,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1
A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,__NOISE__Attribute12__578611909978,31,A143,A151,8.649149948119662,A173,1,A192,A201,2
A12,48,A30,A410,18424,A61,A73,1,A92,A101,2,A122,32,A141,__NOISE__Attribute15__641537709100,1,A174,1,A192,A202,2
A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,__NOISE__Attribute15__418734263802,8.827919216507993,A173,2,A191,A201,1
A11,6,A32,A40,14896,A61,A75,-9.568608054710579,A93,A101,-7.88616385101256,A124,68,A141,A152,1,A174,1,A192,A201,2
A11,24,A32,A42,2359,A62,A71,1,A91,A101,-10.169926450099732,A122,33,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,__NOISE__Attribute15__496574155463,1,A174,1,A192,A201,2
A14,18,A34,A42,1817,__NOISE__Attribute6__793906830518,__NOISE__Attribute7__685718040585,4,A92,A101,2,A124,28,A143,__NOISE__Attribute15__821575540791,2,A173,1,A191,A201,1
A14,48,A33,A43,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,__NOISE__Attribute19__485506503504,A201,1
A11,9,A32,A43,1366,A61,A72,3,A92,A101,4,__NOISE__Attribute12__544059012401,22,A143,A151,1,A173,1,__NOISE__Attribute19__484464666738,A201,2
A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1
A11,24,A31,A42,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,2
A11,12,A31,A40,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,__NOISE__Attribute19__610535033173,A201,2
A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,__NOISE__Attribute12__510989986979,21,A143,A151,8.649149948119662,A173,1,A191,A201,1
A11,48,A32,A41,10297,A61,A74,-5.630664912034479,A93,A101,4,__NOISE__Attribute12__544059012401,39,A142,A153,3,A173,2,A192,A201,2
A14,30,A32,A43,1867,A65,A75,5.55984585894582,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1
A11,12,A33,A40,1344,A61,A73,4,__NOISE__Attribute9__624039341861,A101,2,A121,43,A143,A152,2,A172,2,__NOISE__Attribute19__177211312573,A201,1
A11,24,A32,A42,1747,A61,A72,4,A93,A102,1,A122,24,A143,__NOISE__Attribute15__436768210413,1,A172,1,A191,A202,1
A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2
A14,9,A34,A40,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1
A14,12,A34,A43,522,A63,A75,4,__NOISE__Attribute9__92447787142,A101,4,A122,42,A143,A152,8.827919216507993,A173,2,A192,A201,1
A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1
A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,2
A13,9,A32,A43,745,__NOISE__Attribute6__105986515058,A73,13.964164269175802,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,2
A12,6,A32,A43,2063,A61,A72,4,__NOISE__Attribute9__470398098540,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1
A12,60,A32,A46,6288,__NOISE__Attribute6__617225580300,A73,4,A93,A101,4,A124,42,A143,A153,1,A173,1,__NOISE__Attribute19__568068514787,A201,2
A14,24,A34,A41,6842,A65,A73,2,__NOISE__Attribute9__605795380096,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1
A14,12,A32,A40,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,-6.879668758511606,A174,2,A192,A201,1
A14,10,A32,A40,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1
A14,24,A32,A42,929,A65,A74,4,A93,A101,2,__NOISE__Attribute12__658972122208,31,A142,A152,1,A173,1,A192,A201,1
A14,4,A34,A40,1455,A61,A74,2,__NOISE__Attribute9__92447787142,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1
A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,-1.6306509412427919,A173,1,A191,A201,1
A12,48,A30,A40,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,12.126065584874027,A173,1,A191,A201,1
A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,2
A14,12,A32,A40,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1
A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,-8.465197212008784,A172,2,A191,A201,2
A14,24,A32,A43,3621,__NOISE__Attribute6__904128144202,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,2
A12,18,A34,A49,3590,__NOISE__Attribute6__504595089672,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,__NOISE__Attribute19__515550102711,A201,1
A11,36,A33,A49,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2
A12,24,A32,A41,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2
A14,36,A32,A42,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2
A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1
A11,24,A34,A43,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1
A13,30,A34,A43,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1
A12,9,A34,A43,1154,A61,A75,2,A93,A101,-8.484533486946194,__NOISE__Attribute12__13388918546,37,A143,A152,3,A172,1,A191,A201,1
A11,28,A32,A40,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,2
A12,24,A32,A42,3069,A62,A75,4,__NOISE__Attribute9__507211948162,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1
A14,6,A34,A43,1740,A61,A75,2,__NOISE__Attribute9__745020166385,A101,2,A121,30,A143,A151,2,A173,1,__NOISE__Attribute19__808809098154,A201,1
A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1
A14,15,A32,A40,3556,A65,A73,3,A93,A101,-11.151142748650047,A124,29,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A43,2397,A63,__NOISE__Attribute7__689144920939,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,2
A12,6,A32,A45,454,A61,A72,3,__NOISE__Attribute9__562834396919,A101,1,A122,22,A143,A152,1,A172,1,__NOISE__Attribute19__545148200208,A201,1
A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,15.024314930243582,A173,1,A191,A201,1
A12,27,A34,A43,2520,A63,A73,4,__NOISE__Attribute9__884364723104,A101,2,__NOISE__Attribute12__847977549843,23,A143,A152,2,A172,1,A191,A201,2
A14,15,A32,A43,3568,A61,A75,4,A92,A101,2,__NOISE__Attribute12__680327264588,54,A141,A151,1,A174,1,A192,A201,1
A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1
A11,11,A34,A40,3939,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1
A12,15,A32,A45,1514,__NOISE__Attribute6__105986515058,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,7393,A61,A73,1,A93,A101,4,A122,43,A143,A152,15.44460517968587,A172,2,A191,A201,1
A11,24,A31,A40,1193,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,2
A11,60,A32,A49,7297,__NOISE__Attribute6__729675835863,A75,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,2
A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,__NOISE__Attribute19__514133195635,A201,1
A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1
A12,6,A32,A43,753,A61,A73,2,__NOISE__Attribute9__752168129596,A103,15.903255997331112,A121,64,A143,A152,1,A173,1,A191,A201,1
A12,18,A33,A49,2427,A65,A75,4,__NOISE__Attribute9__624039341861,A101,2,__NOISE__Attribute12__897055187588,42,A143,A152,2,A173,1,A191,A201,1
A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,__NOISE__Attribute15__418734263802,2,A172,2,A191,A201,2
A12,15,A31,A40,1264,A62,__NOISE__Attribute7__526818709942,2,A94,A101,2,__NOISE__Attribute12__288614355697,25,A143,A151,10.793087301162316,A173,1,__NOISE__Attribute19__913165587780,A201,2
A12,30,A34,A42,8386,A61,A74,2,__NOISE__Attribute9__884364723104,A101,2,A122,49,A143,__NOISE__Attribute15__199365213557,1,A173,1,__NOISE__Attribute19__545148200208,A201,2
A14,48,A32,A49,4844,A61,A71,3,__NOISE__Attribute9__709632665258,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,2
A13,21,A32,A40,2923,__NOISE__Attribute6__904128144202,A73,1,A92,A101,1,A123,28,A141,A152,-6.675599463751767,A174,1,A192,A201,1
A11,36,A32,A41,8229,A61,A73,-4.865311675053515,A93,A101,-3.6078007304803092,A122,26,A143,A152,1,A173,2,A191,A201,2
A14,24,A34,A42,2028,A61,__NOISE__Attribute7__526818709942,2,__NOISE__Attribute9__507211948162,A101,2,A122,30,A143,A152,2,A172,1,__NOISE__Attribute19__568068514787,A201,1
A11,15,A34,A42,1433,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,__NOISE__Attribute19__177211312573,A201,1
A13,42,A30,A49,6289,A61,A72,2,__NOISE__Attribute9__577653010530,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1
A14,13,A32,A43,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A41,6579,__NOISE__Attribute6__122376453993,A71,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1
A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1
A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1
A14,15,A31,A43,1569,__NOISE__Attribute6__904128144202,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1
A11,18,A32,A43,1936,A65,A74,2,A94,A101,4,A123,23,A143,__NOISE__Attribute15__238800537233,2,A172,1,A191,A201,1
A11,36,A32,A42,3959,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,__NOISE__Attribute19__987821869705,A201,1
A14,12,A32,A40,2390,A65,A75,4,A93,A101,3,A123,50,A143,__NOISE__Attribute15__258822457905,1,A173,1,A192,A201,1
A14,12,A32,A42,1736,__NOISE__Attribute6__904128144202,A74,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,1
A11,30,A32,A41,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1
A14,12,A32,A43,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,1
A11,45,A32,A43,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,2
A12,45,A34,A41,4576,A62,A71,3,A93,A101,-8.484533486946194,A123,27,A143,A152,1,A173,1,A191,A201,1
