VENTMACH,LVEDVOLUME,CO,HYPOVOLEMIA,STROKEVOLUME
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,LOW
HIGH,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,HIGH,LOW,False,LOW
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,HIGH,NORMAL,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
LOW,NORMAL,HIGH,False,HIGH
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,NORMAL,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
LOW,HIGH,HIGH,True,NORMAL
HIGH,HIGH,LOW,True,LOW
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
HIGH,HIGH,LOW,True,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,LOW,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,NORMAL,False,NORMAL
LOW,HIGH,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,True,LOW
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,True,LOW
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,HIGH,NORMAL,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
LOW,LOW,NORMAL,False,HIGH
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,LOW,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,LOW
LOW,HIGH,HIGH,True,NORMAL
ZERO,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,True,LOW
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,LOW,False,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,HIGH,LOW,True,LOW
LOW,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,True,LOW
NORMAL,HIGH,NORMAL,True,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,True,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL
HIGH,LOW,LOW,False,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,NORMAL,True,LOW
ZERO,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,HIGH,NORMAL,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,LOW,True,LOW
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,LOW
NORMAL,HIGH,LOW,True,LOW
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,NORMAL,False,LOW
NORMAL,NORMAL,NORMAL,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,HIGH,NORMAL,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,HIGH,HIGH,True,LOW
ZERO,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,LOW,LOW,False,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,HIGH
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,NORMAL,True,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,HIGH
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
LOW,HIGH,HIGH,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,NORMAL,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
ZERO,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
ZERO,HIGH,HIGH,True,LOW
NORMAL,HIGH,HIGH,True,NORMAL
ZERO,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,LOW,True,LOW
NORMAL,HIGH,HIGH,True,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
ZERO,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,HIGH,NORMAL,True,NORMAL
NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,True,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
ZERO,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,HIGH,NORMAL,True,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,True,HIGH
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,LOW,False,HIGH
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
LOW,LOW,LOW,False,LOW
HIGH,NORMAL,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
LOW,HIGH,NORMAL,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,NORMAL,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,LOW
ZERO,NORMAL,HIGH,False,HIGH
ZERO,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,LOW
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,LOW,NORMAL,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,False,LOW
NORMAL,NORMAL,LOW,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,NORMAL,False,LOW
LOW,HIGH,HIGH,True,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
ZERO,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,LOW,False,LOW
NORMAL,HIGH,NORMAL,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,LOW,True,LOW
NORMAL,NORMAL,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,HIGH,True,HIGH
NORMAL,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,HIGH,False,NORMAL
NORMAL,NORMAL,NORMAL,False,NORMAL
