LungFlow,ChestXray,DuctFlow,CardiacMixing,LungParench
Normal,Asy/Patch,,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
High,Normal,,Mild,Normal
High,Grd_Glass,,Complete,Congested
Low,Plethoric,Rt_to_Lt,Mild,Abnormal
High,Plethoric,Rt_to_Lt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Transp.,Abnormal
Low,Normal,,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Complete,Abnormal
High,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Complete,Congested
Normal,Normal,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Transp.,Normal
Normal,Normal,,Complete,Normal
High,Asy/Patch,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Normal,Rt_to_Lt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Mild,Normal
Normal,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Grd_Glass,,Mild,Congested
High,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Mild,Abnormal
Normal,Normal,,Mild,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,Complete,Abnormal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Complete,Congested
High,Normal,,Mild,Normal
Low,Oligaemic,,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Asy/Patch,,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,,Mild,Abnormal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Normal,,Complete,Normal
High,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,,Normal
Low,Normal,,Mild,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,,Normal
High,Grd_Glass,,Complete,Normal
High,Grd_Glass,,Mild,Abnormal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Normal,Asy/Patch,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Asy/Patch,,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,,Congested
Low,Oligaemic,,Transp.,Normal
Low,Asy/Patch,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Grd_Glass,,Transp.,Abnormal
High,Oligaemic,,Complete,Congested
Normal,Asy/Patch,,Transp.,Abnormal
Normal,Grd_Glass,Rt_to_Lt,,Congested
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Rt_to_Lt,Mild,Congested
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Normal,Asy/Patch,,Mild,Abnormal
Normal,Grd_Glass,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Normal,,Transp.,Normal
High,Oligaemic,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Rt_to_Lt,Mild,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Rt_to_Lt,Complete,Congested
High,Normal,Lt_to_Rt,Complete,Abnormal
High,Grd_Glass,,Transp.,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
High,Normal,,Complete,Abnormal
Low,Asy/Patch,Rt_to_Lt,,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,,Mild,Normal
Normal,Asy/Patch,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
High,Oligaemic,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Mild,Congested
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Mild,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Rt_to_Lt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Rt_to_Lt,,Congested
Low,Plethoric,Lt_to_Rt,Complete,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Congested
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Grd_Glass,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Grd_Glass,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Normal,Rt_to_Lt,Transp.,Normal
High,Normal,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,,Congested
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Congested
Normal,Normal,Rt_to_Lt,,Normal
Low,Plethoric,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Lt_to_Rt,Complete,Congested
High,Oligaemic,,Mild,Abnormal
High,Normal,,Transp.,Abnormal
High,Oligaemic,Lt_to_Rt,,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Rt_to_Lt,,Congested
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Grd_Glass,,Mild,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Normal,Grd_Glass,,,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,,Complete,Congested
Low,Normal,Rt_to_Lt,,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Plethoric,,Transp.,Abnormal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Abnormal
Low,Oligaemic,,Transp.,Normal
High,Normal,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,Rt_to_Lt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,,,Congested
High,Plethoric,Lt_to_Rt,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
High,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Plethoric,,Complete,Congested
Low,Asy/Patch,Lt_to_Rt,Mild,Congested
High,Normal,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Congested
High,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Mild,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,,Abnormal
High,Plethoric,,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,,,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Normal,,Complete,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Normal,Normal,,Transp.,Normal
High,Grd_Glass,,Mild,Abnormal
Low,Normal,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
Normal,Grd_Glass,Rt_to_Lt,Mild,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Abnormal
Normal,Normal,Rt_to_Lt,Complete,Congested
High,Oligaemic,Rt_to_Lt,Transp.,Abnormal
Normal,Plethoric,Lt_to_Rt,Complete,Congested
High,Oligaemic,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Normal,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
High,Normal,,Transp.,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
High,Grd_Glass,,Transp.,Normal
High,Plethoric,,,Normal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,,Mild,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Asy/Patch,,Mild,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,,Mild,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Complete,Normal
High,Plethoric,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Mild,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
