LungFlow,ChestXray,Grunting,CO2,DuctFlow,Sick,CardiacMixing,LungParench
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
High,Plethoric,yes,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Mild,Congested
Normal,Plethoric,no,Normal,Rt_to_Lt,yes,Complete,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Normal,yes,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,Complete,Abnormal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Normal,Normal,no,Normal,,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,yes,Normal,Rt_to_Lt,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Mild,Congested
High,Plethoric,no,Normal,,no,Mild,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Oligaemic,no,High,,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,yes,,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Asy/Patch,no,High,Lt_to_Rt,yes,Mild,Abnormal
High,Asy/Patch,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,High,,yes,Transp.,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Congested
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Grd_Glass,no,High,,yes,Mild,Congested
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Congested
High,Plethoric,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,,no,Transp.,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Complete,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,High,Lt_to_Rt,no,Transp.,Abnormal
Low,Oligaemic,no,High,,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Low,,yes,Mild,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Normal,Normal,yes,Low,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Plethoric,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,yes,High,,no,Transp.,Abnormal
High,Plethoric,no,High,,yes,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,High,,no,Complete,Congested
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,,yes,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Oligaemic,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
Low,Oligaemic,no,Low,,no,Complete,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Grd_Glass,no,High,Rt_to_Lt,no,,Normal
High,Normal,no,High,,no,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,High,,no,Transp.,Abnormal
Low,Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Mild,Normal
Low,Normal,no,Normal,Rt_to_Lt,no,,Normal
Low,Oligaemic,no,Normal,,yes,Complete,Normal
High,Grd_Glass,no,Normal,,yes,Transp.,Abnormal
Normal,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,no,Low,Rt_to_Lt,no,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,yes,Normal,,yes,Transp.,Normal
High,Oligaemic,no,Normal,,no,Transp.,Normal
High,Plethoric,yes,Low,Lt_to_Rt,yes,Complete,Normal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,no,,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Oligaemic,yes,Normal,Rt_to_Lt,yes,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,yes,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Normal,Asy/Patch,yes,High,,yes,,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
High,Plethoric,no,Low,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,Lt_to_Rt,yes,Complete,Congested
Normal,Asy/Patch,yes,Normal,,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Grd_Glass,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Asy/Patch,no,Normal,,no,Mild,Normal
High,Oligaemic,yes,High,,yes,Transp.,Abnormal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
High,Plethoric,no,Low,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,no,Normal,,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Grd_Glass,yes,Normal,,yes,Transp.,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,no,Normal,,no,Transp.,Abnormal
High,Normal,no,Normal,,no,Mild,Normal
High,Grd_Glass,yes,Normal,,yes,Complete,Congested
Low,Plethoric,yes,Normal,Rt_to_Lt,no,Mild,Abnormal
High,Plethoric,no,Normal,Rt_to_Lt,no,Complete,Normal
High,Oligaemic,no,Low,Lt_to_Rt,no,Transp.,Abnormal
Low,Normal,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Oligaemic,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,yes,Normal,,no,Complete,Abnormal
High,Grd_Glass,no,Normal,,no,Transp.,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Rt_to_Lt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Normal,no,Normal,,yes,Transp.,Normal
Normal,Normal,yes,Normal,,yes,Complete,Normal
High,Asy/Patch,no,High,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Normal,no,Normal,Rt_to_Lt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,no,High,Lt_to_Rt,no,Mild,Normal
Normal,Normal,no,Low,,no,Mild,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Asy/Patch,yes,High,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,,no,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,High,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Grd_Glass,no,High,,yes,Mild,Congested
High,Normal,no,High,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,,yes,Mild,Abnormal
High,Plethoric,yes,Normal,Lt_to_Rt,yes,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,Normal,,no,Mild,Abnormal
Normal,Normal,no,High,,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
High,Oligaemic,yes,Normal,,yes,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,yes,Normal,,yes,Complete,Congested
High,Normal,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Low,Rt_to_Lt,no,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Asy/Patch,yes,Low,,yes,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Asy/Patch,yes,Normal,,no,Mild,Abnormal
High,Plethoric,no,High,Rt_to_Lt,yes,Transp.,Normal
High,Plethoric,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Grd_Glass,yes,High,Rt_to_Lt,yes,Complete,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Normal,Normal,no,Normal,,no,Complete,Normal
High,Normal,no,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Asy/Patch,no,Normal,Rt_to_Lt,yes,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,,Normal
Low,Normal,no,Normal,,no,Mild,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,,no,,Normal
High,Grd_Glass,no,Normal,,no,Complete,Normal
High,Grd_Glass,no,High,,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,Mild,Normal
Normal,Asy/Patch,yes,High,,no,Transp.,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Asy/Patch,no,Low,,no,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,,Congested
Low,Oligaemic,yes,Low,,yes,Transp.,Normal
Low,Asy/Patch,no,High,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,Grd_Glass,yes,High,,yes,Complete,Congested
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Congested
High,Grd_Glass,yes,Normal,,yes,Transp.,Abnormal
High,Oligaemic,yes,Normal,,no,Complete,Congested
Normal,Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,no,,Congested
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,Normal,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Congested
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Asy/Patch,no,Normal,Rt_to_Lt,no,Mild,Congested
Low,Oligaemic,no,High,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,no,Normal,,no,Complete,Abnormal
Low,Oligaemic,no,High,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Normal,yes,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Normal,Normal,no,Low,Lt_to_Rt,yes,Mild,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Plethoric,yes,Low,,no,Transp.,Normal
Normal,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,yes,Transp.,Normal
Normal,Asy/Patch,no,Normal,,no,Mild,Abnormal
Normal,Grd_Glass,no,High,Rt_to_Lt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Congested
High,Normal,yes,Normal,,no,Transp.,Normal
High,Oligaemic,yes,Normal,Rt_to_Lt,yes,,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,High,Rt_to_Lt,yes,Mild,Abnormal
Normal,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,yes,Mild,Abnormal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,Rt_to_Lt,no,Complete,Congested
High,Normal,no,High,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,yes,Normal,,yes,Transp.,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,yes,Normal,,yes,Transp.,Normal
High,Normal,yes,Normal,,yes,Complete,Abnormal
Low,Asy/Patch,yes,Normal,Rt_to_Lt,no,,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Mild,Normal
Normal,Asy/Patch,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Transp.,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
High,Oligaemic,yes,High,Rt_to_Lt,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,High,,yes,Transp.,Normal
Low,Grd_Glass,yes,High,Lt_to_Rt,yes,Mild,Congested
High,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Congested
Normal,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,Grd_Glass,yes,Normal,Lt_to_Rt,no,Mild,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,High,,no,Transp.,Normal
Normal,Normal,yes,Low,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,High,Rt_to_Lt,no,,Congested
Low,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Low,Lt_to_Rt,no,Transp.,Normal
High,Grd_Glass,yes,Normal,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Asy/Patch,no,Low,Rt_to_Lt,no,Mild,Abnormal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Low,,no,Transp.,Congested
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
