INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,PCWP,VENTALV,CVP,DISCONNECT,STROKEVOLUME,BP,ERRLOWOUTPUT,HISTORY
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,True
False,True,LOW,LOW,LOW,LOW,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,LOW,False,NORMAL,NORMAL,False,False
False,True,HIGH,NORMAL,HIGH,ZERO,NORMAL,False,LOW,LOW,False,True
False,True,LOW,NORMAL,LOW,HIGH,LOW,False,LOW,HIGH,False,True
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,True,False
True,False,NORMAL,LOW,LOW,ZERO,NORMAL,False,LOW,LOW,False,True
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH,HIGH,False,False
True,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,NORMAL,LOW,HIGH,False,LOW,HIGH,False,False
False,False,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,True,LOW,LOW,LOW,NORMAL,LOW,False,LOW,HIGH,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
True,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,True,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,LOW,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,LOW,NORMAL,False,NORMAL,LOW,False,False
False,True,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,LOW,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,True,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW,LOW,False,True
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,True,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,NORMAL,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,LOW,HIGH,False,LOW,LOW,False,False
False,False,HIGH,LOW,NORMAL,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,HIGH,LOW,HIGH,HIGH,HIGH,False,NORMAL,NORMAL,True,False
False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW,LOW,False,False
True,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,True,False
False,False,HIGH,LOW,LOW,ZERO,HIGH,False,LOW,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
False,False,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,LOW,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,False,False
True,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,HIGH,False,False
False,True,LOW,LOW,LOW,HIGH,LOW,False,LOW,NORMAL,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,True,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,True,HIGH,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,LOW,LOW,LOW,NORMAL,False,LOW,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,HIGH,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,LOW,HIGH,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,NORMAL,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,LOW,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,LOW,LOW,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,HIGH,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,LOW,HIGH,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,True,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,True,LOW,LOW,LOW,NORMAL,LOW,False,LOW,LOW,False,True
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,LOW,LOW,HIGH,NORMAL,True,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
True,False,HIGH,LOW,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,NORMAL,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,LOW,HIGH,False,LOW,NORMAL,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,HIGH,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,True
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
True,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,True,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
True,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,LOW,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,True,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
