HRBP,VENTMACH,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,VENTALV,TPR,VENTLUNG,ARTCO2,HR,SAO2,CATECHOL,DISCONNECT,BP,ERRLOWOUTPUT,HISTORY
HIGH,ZERO,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,ZERO,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,True,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,ZERO,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
NORMAL,NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,True,NORMAL,True,False
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
LOW,NORMAL,ZERO,False,LOW,HIGH,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,True,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,True,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,True,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,LOW,False,False
LOW,NORMAL,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
LOW,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,True,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False,False
LOW,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,False,LOW,False,False
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,True,False
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,LOW,HIGH,LOW,HIGH,False,HIGH,False,True
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
NORMAL,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,True,LOW,True,False
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,HIGH,HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL,False,True
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False,False
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,True,False
HIGH,LOW,ZERO,False,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,ZERO,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,NORMAL,False,HIGH,False,False
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,HIGH,HIGH,True,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
LOW,ZERO,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,HIGH,False,False
LOW,NORMAL,LOW,True,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,True,HIGH,False,False
LOW,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,ZERO,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False,False
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,True
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,LOW,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False,False
HIGH,LOW,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,False,False
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
LOW,ZERO,ZERO,False,LOW,NORMAL,LOW,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,NORMAL,LOW,False,HIGH,NORMAL,ZERO,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False,False
HIGH,ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False,NORMAL,False,False
LOW,NORMAL,LOW,False,LOW,HIGH,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False,HIGH,False,False
NORMAL,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True,HIGH,False,False
HIGH,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,NORMAL,True,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,HIGH,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
LOW,NORMAL,LOW,False,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,ZERO,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False,True
NORMAL,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,NORMAL,HIGH,HIGH,True,LOW,True,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,True
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False,False
LOW,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,False,False
LOW,NORMAL,LOW,False,LOW,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
LOW,HIGH,HIGH,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False,False
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,LOW,False,False
LOW,ZERO,ZERO,True,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False,False
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False,HIGH,False,False
HIGH,HIGH,NORMAL,False,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,True,HIGH,False,False
HIGH,ZERO,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False,False
