A,B,C,F,G,H,I,J,K,L,M,N,O,P,Q,R,S
30024,ST JOSEPH-S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024063000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,121 patients,AZ_AMI-1
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,121 patients,AZ_PN-5C
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630; EXIT 7,LITTLE ROCK,AR,72205,PULASKI,5012022000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,64%,122 patients,AR_SCIP-CARD-2
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,9077968900,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,122 patients,AK_SCIP-INF-2
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99%,122 patients,AR_AMI-1
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,123 patients,AL_SCIP-INF-1
50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,75%,123 patients,CA_HF-1
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,2519523400,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,124 patients,AL_PN-5C
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,4799682841,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,99%,124 patients,AR_HF-2
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,98%,125 patients,AL_SCIP-VTE-2
30043,SIERRA VISTA REGIONAL HEALTH CENTER INC,300 EL CAMINO REAL,SIERRA VISTA,AZ,85635,COCHISE,5204584641,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,86%,125 patients,AZ_PN-5C
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,3103194000,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,98%,126 patients,CA_AMI-2
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,126 patients,AL_AMI-1
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,Acute Care Hospitals,Voluntary non-profit - Other,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,94%,127 patients,AL_SCIP-INF-2
30110,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85338,MARICOPA,6238821500,Acute Care Hospitals,Government - State,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,73%,128 patients,AZ_HF-1
40018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREETS,VAN BUREN,AR,72956,CRAWFORD,4794743401,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,97%,128 patients,AR_PN-3B
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,129 patients,CA_SCIP-INF-3
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,4793388000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,129 patients,AR_PN-5C
40080,HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,AR,72112,JACKSON,8705238911,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,13 patients,AR_HF-4
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,7075545280,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,13 patients,CA_AMI-2
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,2567614542,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,13 patients,AL_HF-3
30078,PHOENIX INDIAN MEDICAL CENTER,4212 N 16TH ST,PHOENIX,AZ,85016,MARICOPA,6022631200,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,77%,13 patients,AZ_PN-4
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,4797545454,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,77%,13 patients,AR_SCIP-CARD-2
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,130 patients,CA_AMI-1
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,131 patients,CA_SCIP-INF-1
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,82%,131 patients,CA_PN-7
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,97%,132 patients,AZ_PN-5C
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,132 patients,CA_AMI-1
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET SLOT 557,LITTLE ROCK,AR,72205,PULASKI,5016865000,Acute Care Hospitals,Government - State,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),82%,133 patients,AR_HF-3
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,4805156296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),92%,133 patients,AZ_PN-6
30037,ST LUKES MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,6022518156,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),92%,134 patients,AZ_PN-6
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,97%,134 patients,CA_SCIP-INF-4
10011,ST VINCENT-S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,135 patients,AL_PN-5C
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,93%,135 patients,CA_SCIP-VTE-2
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,136 patients,CA_PN-5C
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,AL_SCIP-INF-4
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,99%,137 patients,CA_PN-7
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,5013211000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,137 patients,AR_SCIP-INF-3
50024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,138 patients,CA_SCIP-INF-6
50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,3108256301,Acute Care Hospitals,Government - State,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,138 patients,CA_SCIP-INF-4
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,6192948111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,92%,139 patients,CA_SCIP-CARD-2
50179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,89%,139 patients,CA_PN-7
10146,JACKSONVILLE MEDICAL CENTER,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,14 patients,AL_HF-3
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),93%,14 patients,AZ_AMI-3
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,ARKANSAS,8706733511,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,14 patients,AR_HF-4
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,36%,14 patients,AL_SCIP-CARD-2
11303,RANDOLPH MEDICAL CENTER,59928 HIGHWAY 22   P O BOX 670,ROANOKE,AL,36274,RANDOLPH,3348634111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,71%,14 patients,AL_PN-2
10168,SUMMIT HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323456,Acute Care Hospitals,Government - State,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,14 patients,AL_HF-3
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),86%,140 patients,AZ_SCIP-INF-6
40004,WASHINGTON REGIONAL MED CTR AT NO HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,91%,141 patients,AR_PN-3B
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,95%,142 patients,CA_PN-2
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,93%,142 patients,AL_SCIP-VTE-2
50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSEN AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,69%,143 patients,CA_HF-1
50261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,5597841110,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),88%,144 patients,CA_PN-6
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,5594503000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,94%,144 patients,CA_PN-7
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,145 patients,AL_AMI-1
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,LOS ANGELES,8188435111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,94%,146 patients,CA_PN-7
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),85%,146 patients,AL_HF-3
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,147 patients,CA_PN-2
50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,BUTTE,5308779361,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,97%,147 patients,CA_PN-5C
50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,85%,148 patients,CA_HF-1
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,3108323311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,148 patients,CA_HF-2
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),88%,149 patients,CA_HF-3
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,149 patients,AL_SCIP-INF-4
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,5012571000,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,15 patients,AR_AMI-3
50008,DAVIES MEDICAL CENTER,CASTRO  DUBOCE STS,SAN FRANCISCO,CA,94114,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,93%,15 patients,CA_HF-4
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,27%,15 patients,AK_CAC-3
31313,CARONDELET HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,15 patients,AZ_SCIP-VTE-2
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,8189955000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,100%,15 patients,CA_AMI-5
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,15 patients,AZ_AMI-4
