LVFAILURE,LVEDVOLUME,PVSAT,CO,MINVOL,PCWP,VENTALV,TPR,VENTLUNG,ARTCO2,CVP
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
True,LOW,LOW,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW
True,HIGH,LOW,NORMAL,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,NORMAL
True,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,ZERO,LOW,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,ZERO,LOW,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,HIGH
False,LOW,NORMAL,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
True,LOW,LOW,LOW,ZERO,LOW,NORMAL,HIGH,ZERO,NORMAL,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,NORMAL,LOW
False,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,NORMAL
True,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,LOW,LOW,NORMAL,LOW,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,NORMAL,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
True,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,LOW,NORMAL,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,LOW,NORMAL,LOW,NORMAL,HIGH
False,HIGH,LOW,LOW,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
False,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,HIGH
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
True,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,LOW,NORMAL
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,LOW,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
True,LOW,LOW,LOW,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,LOW,LOW,LOW,LOW
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,NORMAL
False,LOW,LOW,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
False,LOW,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW
False,NORMAL,LOW,HIGH,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL
False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH
False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,HIGH,LOW
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,LOW,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,ZERO,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,HIGH,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
True,LOW,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,ZERO,NORMAL,LOW
False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
