VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,LOW,HIGH
LOW,ZERO,True,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,True,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,True,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
ZERO,ZERO,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,ESOPHAGEAL,LOW,LOW,HIGH,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,ZERO,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
ZERO,ZERO,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,HIGH,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,ESOPHAGEAL,LOW,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW
ZERO,ZERO,False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,False,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,ZERO,LOW,HIGH,LOW,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,HIGH,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,ZERO,NORMAL,HIGH,LOW,LOW,NORMAL,ZERO,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,NORMAL,HIGH
NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH
LOW,ZERO,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,HIGH,False,False,ONESIDED,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,HIGH,True,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,True,False,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,True,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,ZERO,LOW,LOW,ZERO,LOW,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,LOW,HIGH,LOW,HIGH,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,HIGH,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,False,True,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,NORMAL
LOW,ZERO,False,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
