HRBP,VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,INTUBATION,EXPCO2,PVSAT,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL,ZERO,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,HIGH,False,False,ONESIDED,LOW,LOW,LOW,HIGH,HIGH,False,LOW,HIGH,LOW,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,NORMAL,NORMAL
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,NORMAL,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,LOW,HIGH
LOW,LOW,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,ESOPHAGEAL,LOW,LOW,NORMAL,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,LOW,ZERO,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,ZERO,LOW,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,ZERO,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,ZERO,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,ZERO,ZERO,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,LOW,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,ZERO,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,HIGH,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,True,NORMAL,ZERO,HIGH,ZERO,LOW,HIGH,False,HIGH,NORMAL,ZERO,LOW,NORMAL
NORMAL,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
NORMAL,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,LOW,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,LOW
LOW,ZERO,ZERO,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,HIGH,NORMAL,False,False,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,True,HIGH,NORMAL,ZERO,LOW,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,ZERO,LOW,LOW,False,LOW,HIGH,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,True,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,LOW,ZERO,NORMAL,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,LOW,False,LOW,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,HIGH,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,ZERO,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,LOW,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,NORMAL,HIGH
HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,LOW,ZERO,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,HIGH,False,False,ONESIDED,NORMAL,LOW,HIGH,HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,NORMAL,HIGH,True,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH,LOW,LOW,HIGH
HIGH,NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,ZERO,NORMAL,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH
