HRBP,VENTMACH,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,VENTALV,TPR,ARTCO2,HR,FIO2
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL
LOW,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
NORMAL,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,ZERO,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,True,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,ZERO,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,True,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
LOW,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,ZERO,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,ZERO,ZERO,False,LOW,NORMAL,LOW,HIGH,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,LOW
LOW,NORMAL,LOW,False,LOW,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,HIGH,HIGH,False,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,True,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,NORMAL,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,LOW,ZERO,False,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,True,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,True,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL
HIGH,NORMAL,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,True,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,LOW
HIGH,NORMAL,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
NORMAL,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
