HRBP,VENTTUBE,LVFAILURE,LVEDVOLUME,CO,HRSAT,HREKG,PCWP,VENTALV,TPR,VENTLUNG,ARTCO2,HR,FIO2,CVP
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
LOW,LOW,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
LOW,HIGH,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,ZERO,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,LOW,HIGH,NORMAL,LOW
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,True,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,True,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW
LOW,LOW,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,HIGH,True,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,LOW,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,True,LOW,NORMAL,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,HIGH,NORMAL,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,HIGH,LOW,NORMAL,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
LOW,HIGH,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,ZERO,True,LOW,LOW,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW
LOW,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH
LOW,LOW,True,LOW,LOW,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,True,LOW,LOW,NORMAL,NORMAL,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
LOW,ZERO,False,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
LOW,LOW,False,NORMAL,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,True,LOW,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,True,HIGH,NORMAL,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,LOW,True,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,ZERO,LOW,NORMAL,NORMAL,LOW
NORMAL,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH
LOW,HIGH,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,LOW,NORMAL
LOW,LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,HIGH,False,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL
LOW,ZERO,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,LOW,False,HIGH,LOW,LOW,LOW,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,True,LOW,LOW,LOW,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,LOW
NORMAL,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
LOW,LOW,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,HIGH
LOW,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,LOW,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW
HIGH,NORMAL,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,True,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,LOW,NORMAL
HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,HIGH,NORMAL,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,ZERO,True,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
