E,F,G,H,I,J,O
10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Never-married,Farming-fishing,Not-in-family,Black,Male,<=50K
10,Never-married,Protective-serv,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
9,Never-married,Armed-Forces,Own-child,White,Male,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
5,Never-married,Craft-repair,Other-relative,White,Male,<=50K
10,Never-married,Sales,Not-in-family,White,Male,<=50K
9,Widowed,Exec-managerial,Unmarried,Black,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
7,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
9,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,>50K
9,Married-civ-spouse,Sales,Wife,White,Female,>50K
11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,>50K
9,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
10,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
12,Never-married,Farming-fishing,Own-child,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,<=50K
13,Never-married,Tech-support,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
9,Divorced,Transport-moving,Unmarried,White,Male,<=50K
10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
14,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Tech-support,Wife,White,Female,>50K
10,Never-married,Prof-specialty,Unmarried,White,Male,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
9,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
9,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
11,Divorced,Other-service,Not-in-family,White,Female,<=50K
13,Never-married,Craft-repair,Not-in-family,White,Female,<=50K
5,Never-married,Other-service,Not-in-family,White,Male,<=50K
10,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
6,Never-married,Other-service,Not-in-family,White,Male,<=50K
9,Never-married,Other-service,Unmarried,White,Female,<=50K
12,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,<=50K
8,Never-married,noValueSetHere123156456,Other-relative,Black,Male,<=50K
10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,<=50K
2,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
13,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Never-married,Other-service,Not-in-family,White,Female,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Male,<=50K
12,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
9,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
13,Never-married,Craft-repair,Own-child,White,Male,<=50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
10,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
3,Never-married,Other-service,Own-child,White,Male,<=50K
10,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
10,Divorced,Other-service,Unmarried,White,Female,<=50K
13,Never-married,Sales,Not-in-family,White,Female,<=50K
13,Never-married,Exec-managerial,Not-in-family,Black,Male,<=50K
10,Never-married,Protective-serv,Own-child,White,Male,<=50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Separated,Adm-clerical,Unmarried,Black,Female,<=50K
9,Divorced,Other-service,Unmarried,White,Female,<=50K
11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,<=50K
3,Widowed,noValueSetHere123156456,Unmarried,Black,Female,<=50K
11,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
11,Widowed,noValueSetHere123156456,Unmarried,White,Female,<=50K
10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,<=50K
10,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
10,Never-married,noValueSetHere123156456,Unmarried,White,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,<=50K
10,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
10,Divorced,Machine-op-inspct,Unmarried,White,Male,>50K
10,Married-civ-spouse,Sales,Wife,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
7,Divorced,Machine-op-inspct,Unmarried,Other,Female,<=50K
9,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
12,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
8,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
2,Widowed,Priv-house-serv,Not-in-family,Black,Female,<=50K
11,Separated,Craft-repair,Not-in-family,White,Male,<=50K
13,Never-married,Farming-fishing,Not-in-family,White,Female,<=50K
9,Never-married,noValueSetHere123156456,Unmarried,Black,Female,<=50K
10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
16,Never-married,Prof-specialty,Own-child,White,Male,<=50K
10,Never-married,Handlers-cleaners,Unmarried,White,Female,<=50K
9,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
9,Never-married,Handlers-cleaners,Not-in-family,White,Female,<=50K
6,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
10,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
9,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
10,Never-married,Craft-repair,Unmarried,White,Male,<=50K
10,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
9,Separated,Other-service,Unmarried,White,Female,<=50K
7,Widowed,Adm-clerical,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,<=50K
11,Divorced,Craft-repair,Unmarried,Black,Female,>50K
7,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
9,Separated,Adm-clerical,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
7,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
13,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Never-married,Handlers-cleaners,Unmarried,Black,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
14,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
4,Separated,Other-service,Unmarried,White,Female,<=50K
9,Separated,Craft-repair,Not-in-family,White,Male,<=50K
14,Divorced,Exec-managerial,Unmarried,White,Male,<=50K
9,Never-married,Craft-repair,Own-child,White,Male,<=50K
9,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
7,Never-married,Sales,Own-child,White,Male,<=50K
11,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
16,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Wife,White,Male,>50K
8,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
12,Divorced,Sales,Unmarried,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,>50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
13,Never-married,Tech-support,Not-in-family,White,Male,<=50K
10,Never-married,Sales,Own-child,White,Female,<=50K
10,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
7,Never-married,Other-service,Own-child,White,Male,<=50K
6,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
13,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Married-civ-spouse,noValueSetHere123156456,Wife,Asian-Pac-Islander,Female,<=50K
4,Never-married,Transport-moving,Not-in-family,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Never-married,Adm-clerical,Own-child,White,Female,<=50K
9,Never-married,Sales,Own-child,White,Male,<=50K
10,Never-married,noValueSetHere123156456,Unmarried,Amer-Indian-Eskimo,Female,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Never-married,Tech-support,Not-in-family,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
13,Never-married,Tech-support,Not-in-family,White,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Male,<=50K
4,Divorced,Other-service,Not-in-family,White,Female,<=50K
5,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
12,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
9,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
14,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
9,Separated,Exec-managerial,Not-in-family,Black,Male,<=50K
6,Never-married,Other-service,Own-child,White,Female,<=50K
14,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
9,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Own-child,White,Male,<=50K
13,Never-married,Other-service,Own-child,White,Female,<=50K
9,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Never-married,Sales,Own-child,White,Female,<=50K
7,Widowed,Other-service,Not-in-family,Black,Female,<=50K
5,Widowed,Priv-house-serv,Unmarried,Black,Female,<=50K
11,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,<=50K
9,Never-married,Farming-fishing,Own-child,Black,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Married-civ-spouse,Sales,Husband,White,Male,<=50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Never-married,Other-service,Unmarried,Black,Female,<=50K
6,Separated,Other-service,Unmarried,Black,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
13,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
3,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
16,Separated,Prof-specialty,Not-in-family,White,Male,>50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
10,Never-married,Other-service,Own-child,White,Male,<=50K
9,Never-married,Exec-managerial,Other-relative,White,Male,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
10,Separated,Exec-managerial,Not-in-family,White,Female,<=50K
9,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50K
5,Widowed,noValueSetHere123156456,Unmarried,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
4,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,>50K
14,Never-married,Sales,Not-in-family,White,Male,<=50K
10,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
14,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
10,Never-married,Sales,Not-in-family,White,Female,<=50K
12,Divorced,Prof-specialty,Unmarried,White,Female,>50K
10,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,Black,Male,>50K
7,Married-spouse-absent,noValueSetHere123156456,Own-child,Asian-Pac-Islander,Female,<=50K
5,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
10,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
7,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
7,Never-married,Farming-fishing,Own-child,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Never-married,Sales,Own-child,White,Female,<=50K
8,Never-married,Other-service,Own-child,White,Male,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
9,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
9,Widowed,Exec-managerial,Not-in-family,White,Male,<=50K
9,Never-married,Protective-serv,Own-child,White,Male,<=50K
11,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
10,Separated,Exec-managerial,Unmarried,Black,Male,<=50K
7,Never-married,Adm-clerical,Own-child,White,Female,<=50K
9,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
4,Never-married,noValueSetHere123156456,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50K
14,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
9,Never-married,Other-service,Other-relative,White,Male,<=50K
10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
10,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Never-married,Prof-specialty,Own-child,White,Male,<=50K
13,Never-married,Tech-support,Not-in-family,White,Female,<=50K
12,Never-married,noValueSetHere123156456,Other-relative,White,Male,<=50K
14,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
14,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
13,Never-married,Prof-specialty,Own-child,White,Female,<=50K
9,Never-married,Sales,Own-child,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
13,Widowed,Sales,Unmarried,White,Female,<=50K
10,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
16,Divorced,Prof-specialty,Unmarried,White,Female,>50K
13,Divorced,Exec-managerial,Own-child,White,Female,>50K
8,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
10,Never-married,Sales,Not-in-family,Black,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
7,Never-married,Other-service,Other-relative,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Divorced,Adm-clerical,Unmarried,Black,Female,<=50K
13,Separated,Prof-specialty,Not-in-family,White,Male,<=50K
11,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
13,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
9,Separated,Other-service,Unmarried,Black,Female,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
9,Never-married,Tech-support,Own-child,White,Female,<=50K
10,Never-married,Sales,Own-child,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Never-married,Other-service,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
9,Married-civ-spouse,Sales,Wife,White,Female,<=50K
10,Never-married,Other-service,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
7,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Never-married,Other-service,Not-in-family,White,Female,<=50K
10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50K
11,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
11,Never-married,Other-service,Own-child,White,Female,<=50K
10,Married-civ-spouse,noValueSetHere123156456,Wife,Black,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Never-married,Sales,Not-in-family,Black,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
9,Widowed,Other-service,Unmarried,Black,Female,<=50K
13,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
10,Never-married,Other-service,Other-relative,White,Female,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
14,Never-married,Exec-managerial,Not-in-family,White,Female,>50K
