B,E,G,H,J
Self-emp-not-inc,9,Sales,Husband,Male
Private,10,Exec-managerial,Husband,Male
Private,13,Sales,Husband,Male
Self-emp-not-inc,10,Other-service,Unmarried,Female
Local-gov,6,Other-service,Unmarried,Female
Private,10,Craft-repair,Husband,Male
Private,13,Adm-clerical,Wife,Female
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,9,Other-service,Own-child,Female
Private,13,Handlers-cleaners,Not-in-family,Male
Private,13,Exec-managerial,Husband,Male
Self-emp-inc,3,Transport-moving,Husband,Male
Self-emp-not-inc,16,Prof-specialty,Husband,Male
Private,9,Craft-repair,Not-in-family,Male
Private,9,Craft-repair,Husband,Male
Private,10,Handlers-cleaners,Own-child,Male
Private,10,Sales,Husband,Male
Private,10,Craft-repair,Husband,Male
Self-emp-inc,16,Prof-specialty,Not-in-family,Male
Local-gov,9,Adm-clerical,Unmarried,Female
Private,9,Craft-repair,Husband,Male
noValueSetHere123156456,9,noValueSetHere123156456,Husband,Male
State-gov,13,Tech-support,Husband,Male
Private,10,Other-service,Own-child,Male
Private,9,Exec-managerial,Other-relative,Male
Private,16,Prof-specialty,Husband,Male
State-gov,10,Exec-managerial,Not-in-family,Female
Private,9,Machine-op-inspct,Own-child,Female
State-gov,10,Adm-clerical,Unmarried,Female
noValueSetHere123156456,5,noValueSetHere123156456,Unmarried,Female
Private,9,Craft-repair,Husband,Male
Private,4,Craft-repair,Husband,Male
Private,9,Machine-op-inspct,Husband,Male
Self-emp-not-inc,8,Handlers-cleaners,Husband,Male
Private,14,Sales,Not-in-family,Male
Private,10,Prof-specialty,Not-in-family,Male
Local-gov,14,Prof-specialty,Not-in-family,Male
Private,10,Sales,Not-in-family,Female
Private,12,Prof-specialty,Unmarried,Female
State-gov,10,Transport-moving,Husband,Male
Private,9,Craft-repair,Husband,Male
noValueSetHere123156456,7,noValueSetHere123156456,Own-child,Female
Private,5,Machine-op-inspct,Not-in-family,Male
Federal-gov,10,Exec-managerial,Not-in-family,Male
noValueSetHere123156456,7,noValueSetHere123156456,Own-child,Female
Self-emp-not-inc,7,Farming-fishing,Own-child,Male
Private,13,Exec-managerial,Husband,Male
Self-emp-inc,9,Sales,Husband,Male
Private,9,Sales,Own-child,Female
Private,8,Other-service,Own-child,Male
Private,10,Adm-clerical,Husband,Male
Private,9,Craft-repair,Not-in-family,Male
Self-emp-not-inc,9,Exec-managerial,Not-in-family,Male
Local-gov,9,Protective-serv,Own-child,Male
Private,11,Craft-repair,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Local-gov,10,Exec-managerial,Unmarried,Male
State-gov,7,Adm-clerical,Own-child,Female
Private,9,Exec-managerial,Not-in-family,Female
noValueSetHere123156456,4,noValueSetHere123156456,Not-in-family,Male
Local-gov,13,Prof-specialty,Wife,Female
Private,14,Exec-managerial,Not-in-family,Male
Private,9,Other-service,Other-relative,Male
Local-gov,10,Farming-fishing,Husband,Male
Private,10,Machine-op-inspct,Own-child,Female
Private,10,Prof-specialty,Husband,Male
Private,10,Prof-specialty,Own-child,Male
State-gov,13,Tech-support,Not-in-family,Female
noValueSetHere123156456,12,noValueSetHere123156456,Other-relative,Male
Private,14,Prof-specialty,Not-in-family,Male
Private,14,Tech-support,Husband,Male
Private,13,Prof-specialty,Own-child,Female
Private,9,Sales,Own-child,Female
Local-gov,13,Prof-specialty,Not-in-family,Male
Private,13,Sales,Unmarried,Female
Private,10,Handlers-cleaners,Own-child,Male
Self-emp-not-inc,10,Craft-repair,Husband,Male
Private,16,Prof-specialty,Unmarried,Female
Private,13,Exec-managerial,Own-child,Female
Private,8,Other-service,Husband,Male
Private,10,Sales,Not-in-family,Male
Private,9,Craft-repair,Husband,Male
Private,7,Other-service,Other-relative,Male
Private,13,Prof-specialty,Husband,Male
Private,10,Adm-clerical,Unmarried,Female
Private,13,Prof-specialty,Not-in-family,Male
Private,11,Tech-support,Husband,Male
Local-gov,13,Adm-clerical,Unmarried,Female
Private,9,Other-service,Unmarried,Female
Private,9,Machine-op-inspct,Husband,Male
State-gov,9,Tech-support,Own-child,Female
Private,10,Sales,Own-child,Female
Private,13,Exec-managerial,Husband,Male
Private,9,Other-service,Not-in-family,Male
Private,9,Craft-repair,Husband,Male
Private,13,Prof-specialty,Not-in-family,Male
Local-gov,9,Exec-managerial,Husband,Male
Private,13,Exec-managerial,Husband,Male
Private,13,Prof-specialty,Not-in-family,Male
Private,9,Sales,Wife,Female
Private,10,Other-service,Not-in-family,Female
Private,9,Other-service,Husband,Male
Self-emp-not-inc,7,Exec-managerial,Husband,Male
Private,10,Other-service,Not-in-family,Female
Private,10,Adm-clerical,Not-in-family,Female
Private,11,Adm-clerical,Husband,Male
Private,11,Other-service,Own-child,Female
noValueSetHere123156456,10,noValueSetHere123156456,Wife,Female
Private,10,Craft-repair,Husband,Male
Private,10,Sales,Not-in-family,Female
State-gov,13,Prof-specialty,Husband,Male
Private,9,Other-service,Unmarried,Female
Private,13,Tech-support,Husband,Male
Private,10,Other-service,Other-relative,Female
Self-emp-not-inc,9,Transport-moving,Husband,Male
Private,14,Exec-managerial,Not-in-family,Female
Private,11,Tech-support,Own-child,Male
Private,8,Handlers-cleaners,Own-child,Male
Local-gov,13,Prof-specialty,Wife,Female
Private,9,Transport-moving,Husband,Male
Private,10,Adm-clerical,Own-child,Female
Private,7,Craft-repair,Own-child,Male
State-gov,13,Prof-specialty,Husband,Male
State-gov,13,Exec-managerial,Husband,Male
Private,13,Prof-specialty,Unmarried,Male
Self-emp-not-inc,6,Craft-repair,Husband,Male
Private,9,Transport-moving,Unmarried,Male
Private,9,Handlers-cleaners,Not-in-family,Male
Private,11,Craft-repair,Own-child,Male
Private,9,Transport-moving,Husband,Male
Local-gov,13,Prof-specialty,Not-in-family,Female
Federal-gov,9,Adm-clerical,Wife,Female
Private,9,Farming-fishing,Not-in-family,Male
Private,9,Other-service,Not-in-family,Female
Local-gov,9,Adm-clerical,Wife,Female
Local-gov,9,Protective-serv,Unmarried,Male
Self-emp-inc,16,Exec-managerial,Husband,Male
Private,13,Sales,Not-in-family,Male
Private,6,Other-service,Unmarried,Female
State-gov,10,Other-service,Other-relative,Male
Private,10,Sales,Wife,Female
Self-emp-not-inc,13,Sales,Not-in-family,Female
Private,9,Machine-op-inspct,Not-in-family,Male
Private,10,Farming-fishing,Not-in-family,Female
Private,3,Farming-fishing,Not-in-family,Male
Private,9,Craft-repair,Unmarried,Male
Private,11,Tech-support,Wife,Female
Private,9,Sales,Not-in-family,Male
Local-gov,11,Tech-support,Not-in-family,Male
Private,10,Adm-clerical,Unmarried,Female
Private,14,Prof-specialty,Husband,Male
Private,13,Sales,Husband,Male
Private,10,Tech-support,Not-in-family,Male
State-gov,10,Craft-repair,Husband,Male
Private,11,Machine-op-inspct,Not-in-family,Female
Private,11,Exec-managerial,Husband,Male
Self-emp-not-inc,10,Exec-managerial,Husband,Male
Private,13,Sales,Not-in-family,Female
Private,10,Adm-clerical,Not-in-family,Female
Self-emp-not-inc,9,Farming-fishing,Husband,Male
Private,8,Machine-op-inspct,Own-child,Male
noValueSetHere123156456,9,noValueSetHere123156456,Husband,Male
noValueSetHere123156456,9,noValueSetHere123156456,Not-in-family,Female
Private,11,Tech-support,Husband,Male
Self-emp-inc,13,Tech-support,Husband,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Male
Private,9,Sales,Not-in-family,Female
Private,9,Transport-moving,Husband,Male
Private,10,Other-service,Other-relative,Male
Private,9,Machine-op-inspct,Husband,Male
Private,9,Machine-op-inspct,Not-in-family,Male
Private,14,Tech-support,Not-in-family,Male
Private,13,Exec-managerial,Husband,Male
Private,12,Craft-repair,Not-in-family,Male
Private,9,Other-service,Own-child,Male
Self-emp-not-inc,7,Farming-fishing,Unmarried,Male
Private,9,Adm-clerical,Unmarried,Female
Private,7,Sales,Own-child,Female
Private,9,Craft-repair,Husband,Male
noValueSetHere123156456,14,noValueSetHere123156456,Other-relative,Male
Private,13,Prof-specialty,Husband,Male
Private,13,Prof-specialty,Husband,Male
Private,9,Transport-moving,Own-child,Male
Private,9,Other-service,Own-child,Female
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Male
Private,10,Exec-managerial,Not-in-family,Male
Private,10,Adm-clerical,Own-child,Male
Private,6,Farming-fishing,Own-child,Male
Self-emp-not-inc,9,Other-service,Wife,Female
Private,11,Prof-specialty,Not-in-family,Female
Private,10,Craft-repair,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,9,Transport-moving,Husband,Male
Private,11,Adm-clerical,Unmarried,Male
Private,14,Prof-specialty,Not-in-family,Female
Private,11,Tech-support,Own-child,Male
Private,9,Adm-clerical,Not-in-family,Female
Private,9,Exec-managerial,Husband,Male
Private,9,Transport-moving,Unmarried,Male
Private,9,Other-service,Not-in-family,Female
Private,9,Machine-op-inspct,Unmarried,Female
Private,10,Adm-clerical,Not-in-family,Male
Self-emp-inc,13,Sales,Own-child,Male
noValueSetHere123156456,7,noValueSetHere123156456,Husband,Male
Private,10,Adm-clerical,Wife,Female
Private,10,Handlers-cleaners,Own-child,Male
Self-emp-not-inc,9,Exec-managerial,Husband,Male
noValueSetHere123156456,7,noValueSetHere123156456,Not-in-family,Female
Private,9,Machine-op-inspct,Husband,Male
Private,9,Adm-clerical,Not-in-family,Male
Private,13,Prof-specialty,Not-in-family,Female
Private,13,Exec-managerial,Not-in-family,Male
Private,9,Farming-fishing,Not-in-family,Male
Private,7,Sales,Own-child,Male
Private,10,Craft-repair,Husband,Male
Private,10,Prof-specialty,Husband,Male
Local-gov,13,Prof-specialty,Not-in-family,Female
Private,9,Craft-repair,Husband,Male
Private,10,Prof-specialty,Not-in-family,Male
Local-gov,9,Other-service,Not-in-family,Female
Private,13,Exec-managerial,Husband,Male
Private,13,Craft-repair,Husband,Male
Private,9,Craft-repair,Own-child,Male
Private,14,Prof-specialty,Not-in-family,Female
Private,11,Adm-clerical,Not-in-family,Female
Self-emp-not-inc,9,Sales,Husband,Male
Private,13,Prof-specialty,Not-in-family,Female
State-gov,16,Prof-specialty,Own-child,Male
Private,9,Transport-moving,Own-child,Male
Local-gov,9,Adm-clerical,Own-child,Female
Private,9,Other-service,Husband,Male
Private,13,Prof-specialty,Own-child,Female
Private,13,Exec-managerial,Not-in-family,Female
Private,7,Adm-clerical,Own-child,Female
Private,9,Farming-fishing,Husband,Male
Private,7,Exec-managerial,Husband,Male
Self-emp-inc,10,Exec-managerial,Husband,Male
Private,9,Machine-op-inspct,Husband,Male
Private,10,Sales,Not-in-family,Female
Private,6,Handlers-cleaners,Not-in-family,Male
Private,7,Sales,Own-child,Male
Private,10,Farming-fishing,Husband,Male
Self-emp-not-inc,13,Prof-specialty,Own-child,Male
Private,13,Exec-managerial,Husband,Male
Private,10,Transport-moving,Own-child,Male
Self-emp-not-inc,14,Sales,Husband,Male
Self-emp-not-inc,13,Sales,Husband,Male
Private,3,Other-service,Unmarried,Male
Private,13,Exec-managerial,Husband,Male
Private,9,Handlers-cleaners,Unmarried,Female
Private,11,Adm-clerical,Unmarried,Female
Private,9,Transport-moving,Husband,Male
Private,9,Adm-clerical,Not-in-family,Female
Private,5,Machine-op-inspct,Not-in-family,Female
Private,13,Adm-clerical,Other-relative,Male
Private,9,Craft-repair,Husband,Male
Private,13,Sales,Husband,Male
Private,10,Craft-repair,Wife,Female
noValueSetHere123156456,10,noValueSetHere123156456,Husband,Male
Private,13,Exec-managerial,Own-child,Male
Self-emp-inc,10,Craft-repair,Husband,Male
Self-emp-not-inc,9,Sales,Husband,Male
Private,11,Tech-support,Not-in-family,Female
noValueSetHere123156456,10,noValueSetHere123156456,Unmarried,Female
Self-emp-not-inc,13,Exec-managerial,Not-in-family,Male
Private,11,Adm-clerical,Wife,Female
Private,13,Prof-specialty,Husband,Male
Self-emp-not-inc,15,Farming-fishing,Husband,Male
Private,14,Prof-specialty,Husband,Male
Private,10,Sales,Own-child,Male
Private,13,Exec-managerial,Own-child,Female
Private,13,Exec-managerial,Husband,Male
Private,9,Tech-support,Husband,Male
Local-gov,4,Other-service,Husband,Male
Self-emp-not-inc,5,Craft-repair,Husband,Male
Private,9,Handlers-cleaners,Own-child,Female
noValueSetHere123156456,12,noValueSetHere123156456,Own-child,Male
Private,9,Sales,Not-in-family,Male
Private,9,Machine-op-inspct,Not-in-family,Female
Private,10,Machine-op-inspct,Not-in-family,Male
Private,13,Prof-specialty,Own-child,Male
Self-emp-not-inc,9,Handlers-cleaners,Own-child,Male
Private,10,Tech-support,Husband,Male
Private,9,Sales,Not-in-family,Male
Private,10,Craft-repair,Not-in-family,Male
Self-emp-not-inc,6,Farming-fishing,Husband,Male
Private,10,Craft-repair,Not-in-family,Male
Private,9,Sales,Own-child,Male
Private,13,Exec-managerial,Husband,Male
Private,14,Prof-specialty,Wife,Female
Self-emp-inc,9,Exec-managerial,Husband,Male
Self-emp-not-inc,9,Exec-managerial,Husband,Male
Private,10,Other-service,Own-child,Male
Private,10,Sales,Not-in-family,Male
Private,10,Transport-moving,Unmarried,Male
Private,3,Machine-op-inspct,Wife,Female
Private,10,Adm-clerical,Wife,Female
noValueSetHere123156456,9,noValueSetHere123156456,Husband,Male
Private,9,Machine-op-inspct,Husband,Male
Private,9,Machine-op-inspct,Husband,Male
Private,14,Exec-managerial,Husband,Male
Private,10,Sales,Not-in-family,Female
Private,2,Priv-house-serv,Not-in-family,Female
Private,9,Machine-op-inspct,Not-in-family,Male
noValueSetHere123156456,10,noValueSetHere123156456,Own-child,Female
Local-gov,1,Other-service,Husband,Male
Private,9,Adm-clerical,Wife,Female
Private,7,Machine-op-inspct,Husband,Male
Private,9,Craft-repair,Husband,Male
Private,14,Prof-specialty,Not-in-family,Female
Private,15,Prof-specialty,Husband,Male
Private,9,Craft-repair,Husband,Male
Private,13,Sales,Not-in-family,Male
Private,12,Other-service,Unmarried,Female
Private,9,Machine-op-inspct,Husband,Male
Self-emp-inc,9,Exec-managerial,Husband,Male
Private,9,Other-service,Not-in-family,Female
Private,9,Machine-op-inspct,Husband,Male
Local-gov,10,Exec-managerial,Unmarried,Female
Private,10,Adm-clerical,Unmarried,Female
Self-emp-inc,13,Exec-managerial,Wife,Female
Private,10,Craft-repair,Unmarried,Male
Self-emp-not-inc,10,Farming-fishing,Unmarried,Male
State-gov,9,Prof-specialty,Wife,Female
Private,14,Exec-managerial,Husband,Male
Private,4,Other-service,Unmarried,Female
Private,9,Other-service,Own-child,Female
Private,10,Exec-managerial,Husband,Male
Private,6,Craft-repair,Husband,Male
Self-emp-inc,10,Sales,Husband,Male
Local-gov,6,Transport-moving,Not-in-family,Male
Self-emp-not-inc,13,Exec-managerial,Husband,Male
Private,12,Exec-managerial,Husband,Male
Private,10,Prof-specialty,Husband,Male
Private,9,Machine-op-inspct,Not-in-family,Female
Private,13,Craft-repair,Husband,Male
Private,6,Exec-managerial,Unmarried,Female
Private,9,Transport-moving,Husband,Male
Private,9,Other-service,Own-child,Female
Self-emp-inc,10,Sales,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,13,Exec-managerial,Husband,Male
noValueSetHere123156456,11,noValueSetHere123156456,Not-in-family,Female
Private,9,Craft-repair,Husband,Male
Private,13,Tech-support,Not-in-family,Female
Private,13,Exec-managerial,Not-in-family,Male
Private,9,Craft-repair,Husband,Male
Private,9,Transport-moving,Unmarried,Male
Private,10,Sales,Not-in-family,Female
Private,10,Exec-managerial,Not-in-family,Female
State-gov,14,Prof-specialty,Husband,Male
Private,9,Other-service,Not-in-family,Female
Private,9,Handlers-cleaners,Own-child,Male
Private,9,Adm-clerical,Not-in-family,Female
Private,12,Adm-clerical,Not-in-family,Female
noValueSetHere123156456,9,noValueSetHere123156456,Unmarried,Female
Self-emp-not-inc,9,Farming-fishing,Unmarried,Male
Local-gov,9,Protective-serv,Not-in-family,Male
Private,11,Other-service,Not-in-family,Female
Private,9,Craft-repair,Own-child,Female
Private,9,Adm-clerical,Unmarried,Female
Private,9,Craft-repair,Unmarried,Male
Private,10,Prof-specialty,Not-in-family,Female
Private,13,Sales,Not-in-family,Male
Private,11,Machine-op-inspct,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,9,Adm-clerical,Husband,Male
Private,9,Exec-managerial,Not-in-family,Male
Private,9,Exec-managerial,Husband,Male
Private,14,Prof-specialty,Not-in-family,Male
Federal-gov,13,Exec-managerial,Unmarried,Male
Private,10,Machine-op-inspct,Husband,Male
Self-emp-inc,13,Exec-managerial,Husband,Male
Private,10,Other-service,Own-child,Male
Private,16,Prof-specialty,Husband,Male
State-gov,9,Prof-specialty,Wife,Female
Local-gov,13,Prof-specialty,Own-child,Female
Private,9,Other-service,Own-child,Male
Private,13,Adm-clerical,Husband,Male
Private,9,Machine-op-inspct,Not-in-family,Male
Self-emp-inc,9,Exec-managerial,Husband,Male
Self-emp-not-inc,9,Craft-repair,Husband,Male
Private,10,Sales,Husband,Male
Private,9,Machine-op-inspct,Not-in-family,Female
Private,11,Transport-moving,Own-child,Male
Private,9,Machine-op-inspct,Husband,Male
Private,10,Prof-specialty,Husband,Male
Private,14,Prof-specialty,Husband,Male
Private,4,Handlers-cleaners,Husband,Male
Private,11,Tech-support,Wife,Female
Private,9,Other-service,Unmarried,Female
Private,9,Craft-repair,Not-in-family,Male
noValueSetHere123156456,9,noValueSetHere123156456,Own-child,Male
Private,10,Craft-repair,Not-in-family,Male
Local-gov,14,Prof-specialty,Husband,Male
Private,9,Sales,Not-in-family,Female
Private,10,Other-service,Husband,Male
Private,9,Machine-op-inspct,Unmarried,Female
Private,9,Other-service,Husband,Male
Private,13,Prof-specialty,Not-in-family,Male
Private,9,Exec-managerial,Husband,Male
Private,6,Adm-clerical,Wife,Female
Self-emp-inc,14,Sales,Not-in-family,Male
Private,11,Adm-clerical,Not-in-family,Female
State-gov,12,Other-service,Own-child,Male
Private,10,Sales,Not-in-family,Male
Private,9,Other-service,Not-in-family,Female
noValueSetHere123156456,4,noValueSetHere123156456,Not-in-family,Male
noValueSetHere123156456,9,noValueSetHere123156456,Unmarried,Male
Self-emp-inc,5,Exec-managerial,Husband,Male
Private,9,Other-service,Not-in-family,Male
Private,9,Priv-house-serv,Unmarried,Female
noValueSetHere123156456,7,noValueSetHere123156456,Wife,Female
Private,9,Other-service,Not-in-family,Female
Private,10,Machine-op-inspct,Own-child,Female
Private,10,Adm-clerical,Not-in-family,Female
Private,13,Exec-managerial,Husband,Male
Private,10,Tech-support,Not-in-family,Female
