E,H,J,K,L,M,O
14,Not-in-family,Male,0,0,60,<=50K
10,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,38,<=50K
10,Not-in-family,Female,0,0,25,<=50K
12,Unmarried,Female,8614,0,40,>50K
10,Husband,Male,3411,0,40,<=50K
9,Husband,Male,0,0,40,>50K
7,Own-child,Female,0,1762,40,<=50K
5,Not-in-family,Male,0,1721,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
7,Own-child,Female,0,0,20,<=50K
7,Own-child,Male,0,0,10,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,50,>50K
9,Own-child,Female,2597,0,40,<=50K
8,Own-child,Male,0,0,16,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Male,0,0,50,<=50K
9,Own-child,Male,0,0,48,<=50K
11,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,>50K
10,Unmarried,Male,0,0,40,<=50K
7,Own-child,Female,0,0,5,<=50K
9,Not-in-family,Female,0,0,40,<=50K
4,Not-in-family,Male,0,0,4,<=50K
13,Wife,Female,0,0,55,<=50K
14,Not-in-family,Male,0,0,35,<=50K
9,Other-relative,Male,0,0,30,<=50K
10,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,45,<=50K
10,Husband,Male,0,0,50,<=50K
10,Own-child,Male,0,0,20,<=50K
13,Not-in-family,Female,0,0,20,<=50K
12,Other-relative,Male,0,0,45,<=50K
14,Not-in-family,Male,0,0,60,>50K
14,Husband,Male,0,1902,40,>50K
13,Own-child,Female,0,0,40,<=50K
9,Own-child,Female,0,0,20,<=50K
13,Not-in-family,Male,0,0,50,<=50K
13,Unmarried,Female,0,1380,40,<=50K
10,Own-child,Male,0,0,30,<=50K
10,Husband,Male,0,0,40,<=50K
16,Unmarried,Female,25236,0,65,>50K
13,Own-child,Female,0,0,50,>50K
8,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,35,<=50K
7,Other-relative,Male,0,0,25,<=50K
13,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
11,Husband,Male,4386,0,40,<=50K
13,Unmarried,Female,0,0,35,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
10,Own-child,Female,0,0,15,<=50K
13,Husband,Male,0,0,45,>50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,2051,60,<=50K
13,Not-in-family,Male,4650,0,40,<=50K
9,Husband,Male,0,0,42,>50K
13,Husband,Male,7298,0,45,>50K
13,Not-in-family,Male,0,0,40,>50K
9,Wife,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,20,<=50K
9,Husband,Male,0,0,40,<=50K
7,Husband,Male,9386,0,59,>50K
10,Not-in-family,Female,0,0,24,<=50K
10,Not-in-family,Female,0,0,40,<=50K
11,Husband,Male,0,2377,45,<=50K
11,Own-child,Female,0,0,15,<=50K
10,Wife,Female,0,0,40,<=50K
10,Husband,Male,2407,0,40,<=50K
10,Not-in-family,Female,0,0,36,<=50K
13,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,594,0,20,<=50K
13,Husband,Male,0,0,40,>50K
10,Other-relative,Female,0,0,25,<=50K
9,Husband,Male,0,0,72,<=50K
14,Not-in-family,Female,14084,0,50,>50K
11,Own-child,Male,0,0,40,<=50K
8,Own-child,Male,0,0,20,<=50K
13,Wife,Female,0,0,40,>50K
9,Husband,Male,7688,0,40,>50K
10,Own-child,Female,0,0,40,<=50K
7,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,37,<=50K
13,Husband,Male,7688,0,40,>50K
13,Unmarried,Male,0,0,20,<=50K
6,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,50,<=50K
9,Not-in-family,Male,0,0,40,<=50K
11,Own-child,Male,0,0,38,<=50K
9,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,45,<=50K
9,Wife,Female,0,0,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,18,<=50K
9,Wife,Female,0,0,38,>50K
9,Unmarried,Male,0,0,40,<=50K
16,Husband,Male,0,0,70,>50K
13,Not-in-family,Male,0,0,55,>50K
6,Unmarried,Female,0,0,42,<=50K
10,Other-relative,Male,0,0,40,<=50K
10,Wife,Female,0,0,30,<=50K
13,Not-in-family,Female,0,0,50,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,38,<=50K
3,Not-in-family,Male,0,0,32,<=50K
9,Unmarried,Male,0,0,55,<=50K
11,Wife,Female,0,0,24,>50K
9,Not-in-family,Male,0,0,38,<=50K
11,Not-in-family,Male,0,0,56,<=50K
10,Unmarried,Female,0,0,40,<=50K
14,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,50,>50K
10,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
11,Not-in-family,Female,0,1669,42,<=50K
11,Husband,Male,0,0,50,>50K
10,Husband,Male,0,0,60,<=50K
13,Not-in-family,Female,0,0,55,>50K
10,Not-in-family,Female,0,0,38,<=50K
9,Husband,Male,0,2352,50,<=50K
8,Own-child,Male,0,0,30,<=50K
9,Husband,Male,0,0,16,<=50K
9,Not-in-family,Female,1055,0,40,<=50K
11,Husband,Male,0,0,50,>50K
13,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,33,<=50K
9,Not-in-family,Female,2463,0,40,<=50K
9,Husband,Male,0,0,60,>50K
10,Other-relative,Male,0,0,20,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,35,>50K
13,Husband,Male,0,1902,40,>50K
12,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,1721,30,<=50K
7,Unmarried,Male,0,0,20,<=50K
9,Unmarried,Female,0,0,38,<=50K
7,Own-child,Female,0,0,20,<=50K
9,Husband,Male,5178,0,48,>50K
14,Other-relative,Male,0,0,40,<=50K
13,Husband,Male,3103,0,47,>50K
13,Husband,Male,0,0,40,>50K
9,Own-child,Male,0,0,30,<=50K
9,Own-child,Female,0,0,36,<=50K
10,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,45,<=50K
10,Own-child,Male,0,0,40,<=50K
6,Own-child,Male,0,0,20,<=50K
9,Wife,Female,0,0,75,<=50K
11,Not-in-family,Female,0,0,60,<=50K
10,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,45,<=50K
9,Husband,Male,0,0,50,>50K
11,Unmarried,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,46,<=50K
11,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,1672,60,<=50K
9,Unmarried,Male,0,653,42,>50K
9,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,24,<=50K
10,Not-in-family,Male,0,0,25,<=50K
13,Own-child,Male,0,0,40,<=50K
7,Husband,Male,0,0,15,<=50K
10,Wife,Female,4386,0,40,>50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
7,Not-in-family,Female,0,0,24,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,>50K
13,Not-in-family,Male,0,0,50,<=50K
9,Not-in-family,Male,0,0,6,<=50K
7,Own-child,Male,0,0,20,<=50K
10,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,48,<=50K
9,Husband,Male,4386,0,40,>50K
10,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,50,<=50K
13,Husband,Male,0,0,45,>50K
13,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,18,<=50K
14,Not-in-family,Female,0,0,40,>50K
11,Not-in-family,Female,0,0,55,<=50K
9,Husband,Male,0,0,50,<=50K
13,Not-in-family,Female,0,0,40,<=50K
16,Own-child,Male,0,0,50,>50K
9,Own-child,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
13,Own-child,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,56,>50K
7,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,0,40,<=50K
7,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,70,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,15,<=50K
6,Not-in-family,Male,0,0,40,<=50K
7,Own-child,Male,0,0,28,<=50K
10,Husband,Male,0,0,50,>50K
13,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
10,Own-child,Male,0,0,50,<=50K
14,Husband,Male,10605,0,40,>50K
13,Husband,Male,0,2415,40,>50K
3,Unmarried,Male,0,0,25,<=50K
13,Husband,Male,0,0,60,>50K
9,Unmarried,Female,0,0,7,<=50K
11,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,30,<=50K
5,Not-in-family,Female,0,0,40,<=50K
13,Other-relative,Male,0,0,40,>50K
9,Husband,Male,0,0,70,<=50K
13,Husband,Male,0,0,50,>50K
10,Wife,Female,0,0,60,<=50K
10,Husband,Male,0,0,15,<=50K
13,Own-child,Male,0,0,28,<=50K
10,Husband,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,<=50K
11,Not-in-family,Female,2174,0,45,<=50K
10,Unmarried,Female,0,0,30,<=50K
13,Not-in-family,Male,0,0,40,<=50K
11,Wife,Female,0,0,40,<=50K
13,Husband,Male,7688,0,50,>50K
15,Husband,Male,0,0,65,>50K
14,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,55,<=50K
13,Own-child,Female,0,0,50,<=50K
13,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,40,<=50K
4,Husband,Male,0,0,55,<=50K
5,Husband,Male,0,0,20,<=50K
9,Own-child,Female,0,0,40,<=50K
12,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Female,0,0,38,<=50K
10,Not-in-family,Male,0,0,52,<=50K
13,Own-child,Male,0,0,15,<=50K
9,Own-child,Male,0,0,10,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,30,<=50K
10,Not-in-family,Male,0,0,44,<=50K
6,Husband,Male,0,0,60,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Husband,Male,15024,0,45,>50K
14,Wife,Female,0,0,50,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,30,<=50K
10,Own-child,Male,0,0,20,<=50K
10,Not-in-family,Male,0,0,25,<=50K
10,Unmarried,Male,0,0,40,<=50K
3,Wife,Female,0,0,38,<=50K
10,Wife,Female,0,0,40,<=50K
9,Husband,Male,0,0,5,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
14,Husband,Male,0,0,60,>50K
10,Not-in-family,Female,0,0,42,<=50K
2,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,55,<=50K
10,Own-child,Female,0,0,10,<=50K
1,Husband,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
7,Husband,Male,3103,0,44,>50K
9,Husband,Male,0,0,99,>50K
14,Not-in-family,Female,0,0,25,<=50K
15,Husband,Male,0,2415,40,>50K
9,Husband,Male,0,0,30,<=50K
13,Not-in-family,Male,0,0,40,>50K
12,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,45,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,35,<=50K
10,Unmarried,Female,0,0,40,<=50K
13,Wife,Female,0,1977,45,>50K
10,Unmarried,Male,0,0,35,<=50K
10,Unmarried,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,>50K
14,Husband,Male,0,0,43,>50K
4,Unmarried,Female,0,0,40,<=50K
9,Own-child,Female,0,0,20,<=50K
10,Husband,Male,0,0,40,<=50K
6,Husband,Male,0,0,30,<=50K
10,Husband,Male,0,0,70,>50K
6,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
12,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,45,<=50K
9,Not-in-family,Female,0,0,38,<=50K
13,Husband,Male,0,0,70,<=50K
6,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,20,<=50K
10,Husband,Male,0,0,60,>50K
9,Husband,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,>50K
11,Not-in-family,Female,0,0,20,<=50K
9,Husband,Male,0,0,35,>50K
13,Not-in-family,Female,0,0,35,<=50K
13,Not-in-family,Male,0,2392,40,>50K
9,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,70,<=50K
10,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Female,4101,0,40,<=50K
14,Husband,Male,0,0,35,>50K
9,Not-in-family,Female,2964,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,44,<=50K
12,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Unmarried,Male,0,0,42,<=50K
9,Not-in-family,Male,0,0,40,>50K
11,Not-in-family,Female,0,0,20,<=50K
9,Own-child,Female,0,0,35,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
10,Not-in-family,Female,3325,0,40,<=50K
13,Not-in-family,Male,0,1504,40,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,30,<=50K
9,Husband,Male,0,0,50,>50K
9,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,55,>50K
14,Not-in-family,Male,0,0,45,<=50K
13,Unmarried,Male,0,0,58,>50K
10,Husband,Male,2580,0,40,<=50K
13,Husband,Male,15024,0,50,>50K
10,Own-child,Male,0,0,40,<=50K
16,Husband,Male,0,1902,65,>50K
9,Wife,Female,0,0,40,>50K
13,Own-child,Female,0,0,60,<=50K
9,Own-child,Male,0,0,16,<=50K
13,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,15024,0,52,>50K
10,Husband,Male,0,0,50,<=50K
9,Not-in-family,Female,0,0,40,<=50K
11,Own-child,Male,0,0,40,<=50K
9,Husband,Male,3103,0,40,>50K
10,Husband,Male,0,0,44,>50K
14,Husband,Male,0,0,25,<=50K
4,Husband,Male,0,0,40,<=50K
11,Wife,Female,0,0,40,>50K
9,Unmarried,Female,0,0,32,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,30,<=50K
10,Not-in-family,Male,0,0,50,<=50K
14,Husband,Male,0,0,35,>50K
9,Not-in-family,Female,0,0,30,<=50K
10,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
13,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,55,>50K
6,Wife,Female,0,0,40,<=50K
14,Not-in-family,Male,0,0,50,<=50K
11,Not-in-family,Female,0,0,40,<=50K
12,Own-child,Male,0,1719,20,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
4,Not-in-family,Male,0,0,2,<=50K
9,Unmarried,Male,0,2001,40,<=50K
5,Husband,Male,1409,0,1,<=50K
9,Not-in-family,Male,0,0,75,<=50K
9,Unmarried,Female,0,0,30,<=50K
7,Wife,Female,0,0,8,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,7688,0,60,>50K
10,Not-in-family,Female,0,0,37,<=50K
15,Unmarried,Male,0,0,55,<=50K
12,Not-in-family,Female,0,0,20,<=50K
10,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,50,<=50K
13,Husband,Male,0,1902,50,>50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,7298,0,40,>50K
10,Husband,Male,0,0,55,>50K
10,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
8,Husband,Male,0,0,75,<=50K
11,Not-in-family,Female,0,0,40,<=50K
14,Husband,Male,0,1902,40,>50K
9,Husband,Male,0,0,47,>50K
9,Husband,Male,0,0,35,<=50K
9,Husband,Male,3471,0,40,<=50K
9,Husband,Male,0,0,32,<=50K
12,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,80,>50K
10,Own-child,Male,0,0,40,<=50K
15,Husband,Male,0,1977,80,>50K
8,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,50,<=50K
12,Not-in-family,Female,0,0,60,<=50K
13,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,1902,40,>50K
9,Husband,Male,0,0,50,>50K
16,Wife,Female,0,1902,46,>50K
7,Own-child,Male,0,0,15,<=50K
10,Own-child,Male,0,0,20,<=50K
13,Not-in-family,Female,0,1590,40,<=50K
13,Own-child,Male,0,0,50,<=50K
9,Husband,Male,0,0,40,<=50K
11,Wife,Female,0,0,40,>50K
13,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Husband,Male,0,0,60,<=50K
10,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,35,<=50K
10,Husband,Male,7298,0,52,>50K
9,Own-child,Male,0,0,28,<=50K
12,Husband,Male,0,0,40,>50K
13,Not-in-family,Male,0,0,50,>50K
16,Not-in-family,Male,0,0,60,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Own-child,Male,0,0,20,<=50K
6,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Wife,Female,0,1977,25,>50K
10,Unmarried,Female,0,0,40,<=50K
4,Husband,Male,0,0,8,<=50K
13,Husband,Male,0,0,60,>50K
5,Husband,Male,0,1651,40,<=50K
13,Husband,Male,0,0,50,<=50K
12,Wife,Female,0,0,25,>50K
9,Unmarried,Female,0,0,33,<=50K
13,Not-in-family,Male,0,0,47,<=50K
9,Own-child,Male,0,0,25,<=50K
13,Husband,Male,3103,0,40,>50K
11,Husband,Male,0,0,55,<=50K
14,Husband,Male,0,0,45,>50K
13,Wife,Female,0,0,45,>50K
13,Not-in-family,Male,0,0,38,<=50K
9,Wife,Female,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
11,Husband,Male,0,2415,70,>50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
13,Wife,Female,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,4865,0,40,<=50K
10,Husband,Male,0,0,38,<=50K
13,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,35,<=50K
11,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,50,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Unmarried,Male,0,0,45,<=50K
13,Husband,Male,0,0,45,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
11,Own-child,Female,0,0,38,<=50K
10,Unmarried,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
14,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,60,>50K
9,Husband,Male,0,0,53,<=50K
2,Husband,Male,0,0,35,<=50K
10,Own-child,Female,0,0,20,<=50K
10,Not-in-family,Male,0,0,45,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,37,<=50K
10,Husband,Male,0,0,60,<=50K
14,Husband,Male,15024,0,44,>50K
10,Not-in-family,Female,0,0,60,<=50K
9,Husband,Male,0,0,50,<=50K
9,Husband,Male,0,0,35,>50K
9,Husband,Male,7298,0,40,>50K
9,Own-child,Male,0,0,30,<=50K
10,Unmarried,Female,0,0,39,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,54,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,54,<=50K
9,Husband,Male,0,0,45,>50K
14,Wife,Female,0,0,50,>50K
13,Unmarried,Male,0,0,40,<=50K
9,Own-child,Male,0,0,28,<=50K
11,Husband,Male,3411,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
13,Husband,Male,0,0,60,>50K
12,Husband,Male,0,0,40,>50K
13,Wife,Female,0,1977,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,10605,0,20,>50K
10,Own-child,Female,0,0,8,<=50K
15,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,43,<=50K
7,Not-in-family,Female,0,0,40,<=50K
14,Not-in-family,Male,0,0,99,>50K
11,Not-in-family,Male,0,0,30,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
11,Own-child,Female,0,0,30,<=50K
9,Husband,Male,0,0,48,>50K
9,Unmarried,Female,0,0,40,<=50K
7,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,45,>50K
13,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,30,<=50K
13,Not-in-family,Female,0,0,65,<=50K
13,Own-child,Male,0,0,35,<=50K
11,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,60,<=50K
13,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,25,<=50K
13,Not-in-family,Female,0,0,40,<=50K
12,Husband,Male,0,0,60,<=50K
14,Husband,Male,0,0,55,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Husband,Male,4386,0,40,<=50K
9,Husband,Male,0,0,80,>50K
13,Husband,Male,0,0,50,>50K
13,Not-in-family,Male,0,0,35,<=50K
13,Not-in-family,Male,0,0,40,>50K
10,Husband,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,42,>50K
10,Own-child,Male,0,0,30,<=50K
9,Husband,Male,0,0,45,<=50K
10,Husband,Male,5178,0,60,>50K
10,Own-child,Male,0,0,62,<=50K
10,Unmarried,Female,0,0,20,<=50K
16,Husband,Male,15024,0,45,>50K
10,Own-child,Male,0,0,16,<=50K
13,Not-in-family,Female,0,0,40,>50K
10,Husband,Male,7688,0,40,>50K
9,Not-in-family,Female,0,0,41,<=50K
13,Not-in-family,Male,4650,0,45,<=50K
15,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
14,Husband,Male,0,0,72,>50K
9,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,0,60,>50K
10,Husband,Male,0,0,60,<=50K
9,Unmarried,Female,0,0,40,<=50K
15,Husband,Male,0,0,35,<=50K
13,Husband,Male,0,1902,40,>50K
9,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,45,<=50K
7,Not-in-family,Female,0,0,42,<=50K
10,Not-in-family,Female,0,0,30,<=50K
9,Not-in-family,Female,0,0,24,<=50K
9,Other-relative,Female,0,0,40,<=50K
9,Own-child,Female,0,0,30,<=50K
10,Own-child,Female,0,0,40,<=50K
14,Not-in-family,Male,0,0,45,>50K
9,Not-in-family,Female,0,0,25,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,59,>50K
10,Not-in-family,Male,0,0,12,<=50K
10,Not-in-family,Female,0,0,20,<=50K
15,Husband,Male,99999,0,60,>50K
9,Not-in-family,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
14,Husband,Male,15024,0,50,>50K
10,Husband,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,43,<=50K
10,Not-in-family,Male,0,1762,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,<=50K
9,Husband,Male,0,0,50,>50K
13,Husband,Male,0,0,40,>50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,48,>50K
11,Not-in-family,Female,0,0,1,<=50K
9,Not-in-family,Female,0,0,37,<=50K
10,Own-child,Male,0,0,35,<=50K
9,Not-in-family,Female,0,0,45,<=50K
13,Husband,Male,0,1887,40,>50K
10,Husband,Male,0,0,35,<=50K
10,Husband,Male,0,0,37,<=50K
13,Not-in-family,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,45,<=50K
10,Husband,Male,0,0,40,<=50K
12,Not-in-family,Female,0,0,80,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,0,1977,40,>50K
13,Husband,Male,6514,0,7,>50K
9,Husband,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,1876,50,<=50K
12,Unmarried,Female,0,0,40,>50K
9,Husband,Male,0,0,40,>50K
10,Own-child,Male,0,0,10,<=50K
9,Wife,Female,5178,0,40,>50K
10,Husband,Male,0,0,40,<=50K
13,Husband,Male,15024,0,50,>50K
6,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,40,<=50K
8,Husband,Male,0,0,40,<=50K
2,Unmarried,Female,0,0,30,<=50K
9,Husband,Male,0,0,65,<=50K
14,Husband,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
3,Husband,Male,0,1628,50,<=50K
10,Not-in-family,Male,0,0,57,<=50K
12,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,60,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Wife,Female,0,0,40,>50K
15,Husband,Male,0,0,50,<=50K
11,Husband,Male,0,0,48,<=50K
13,Husband,Male,0,0,43,>50K
11,Not-in-family,Male,0,0,40,<=50K
3,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,45,<=50K
9,Wife,Female,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,25,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
9,Own-child,Female,0,0,40,<=50K
16,Husband,Male,7298,0,40,>50K
12,Not-in-family,Male,0,0,55,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,45,>50K
9,Unmarried,Female,1471,0,35,<=50K
10,Own-child,Male,0,0,30,<=50K
9,Not-in-family,Male,0,0,50,>50K
10,Husband,Male,0,0,24,>50K
9,Husband,Male,0,0,40,>50K
