B,F,G,H,J,K,L,O
Local-gov,Married-civ-spouse,Transport-moving,Wife,Female,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Separated,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,2415,>50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Other-service,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Separated,Craft-repair,Not-in-family,Male,0,0,<=50K
State-gov,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,>50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Husband,Male,0,0,<=50K
Private,Divorced,Handlers-cleaners,Unmarried,Female,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
State-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,>50K
Private,Divorced,Tech-support,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,2179,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,>50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,0,1887,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Local-gov,Divorced,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Unmarried,Female,0,0,<=50K
Private,Divorced,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
State-gov,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Local-gov,Separated,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
State-gov,Divorced,Transport-moving,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,2176,0,<=50K
State-gov,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,>50K
Private,Divorced,Farming-fishing,Not-in-family,Male,0,0,<=50K
Private,Never-married,Craft-repair,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Federal-gov,Never-married,Prof-specialty,Not-in-family,Male,0,1408,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Self-emp-not-inc,Married-spouse-absent,Prof-specialty,Not-in-family,Female,2174,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,>50K
Private,Never-married,Craft-repair,Own-child,Male,0,1980,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Local-gov,Never-married,Farming-fishing,Not-in-family,Male,594,0,<=50K
Local-gov,Never-married,Protective-serv,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Federal-gov,Never-married,Armed-Forces,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Other-relative,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Widowed,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Own-child,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Sales,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Divorced,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,>50K
Private,Married-civ-spouse,Tech-support,Wife,Female,0,0,>50K
Private,Never-married,Prof-specialty,Unmarried,Male,0,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Female,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
State-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-spouse-absent,Craft-repair,Unmarried,Female,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Other-relative,Male,594,0,<=50K
Private,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Local-gov,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Federal-gov,Divorced,Adm-clerical,Not-in-family,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Local-gov,Never-married,Farming-fishing,Not-in-family,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Divorced,Other-service,Unmarried,Female,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Never-married,Protective-serv,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Local-gov,Separated,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Divorced,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,0,1380,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,>50K
Local-gov,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Tech-support,Husband,Male,0,0,>50K
Private,Divorced,Machine-op-inspct,Unmarried,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Divorced,Machine-op-inspct,Unmarried,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,20051,0,>50K
Local-gov,Married-civ-spouse,Tech-support,Husband,Male,0,0,<=50K
Private,Widowed,Priv-house-serv,Not-in-family,Female,0,0,<=50K
Private,Separated,Craft-repair,Not-in-family,Male,0,0,<=50K
Self-emp-inc,Never-married,Farming-fishing,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Unmarried,Female,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Never-married,Craft-repair,Unmarried,Male,0,0,<=50K
Self-emp-not-inc,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Separated,Other-service,Unmarried,Female,0,0,<=50K
Private,Widowed,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,<=50K
Federal-gov,Divorced,Craft-repair,Unmarried,Female,0,0,>50K
Private,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Separated,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,5013,0,<=50K
Private,Separated,Other-service,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Separated,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Divorced,Exec-managerial,Unmarried,Male,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,1977,>50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Self-emp-not-inc,Divorced,Sales,Unmarried,Female,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Tech-support,Not-in-family,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,>50K
Self-emp-inc,Divorced,Prof-specialty,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Wife,Female,0,0,<=50K
Private,Never-married,Transport-moving,Not-in-family,Male,0,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,>50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,>50K
Private,Never-married,Tech-support,Not-in-family,Male,2174,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Male,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Farming-fishing,Not-in-family,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Local-gov,Separated,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Not-in-family,Female,6849,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Own-child,Male,1055,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,>50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Widowed,Other-service,Not-in-family,Female,0,0,<=50K
Private,Widowed,Priv-house-serv,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,0,0,<=50K
Private,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Self-emp-not-inc,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Local-gov,Separated,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,>50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Self-emp-inc,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,5178,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-inc,Separated,Prof-specialty,Not-in-family,Male,0,0,>50K
Local-gov,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
State-gov,Married-civ-spouse,Tech-support,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Other-relative,Male,4101,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
State-gov,Separated,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Never-married,Machine-op-inspct,Own-child,Female,0,0,<=50K
State-gov,Never-married,Adm-clerical,Unmarried,Female,0,0,<=50K
noValueSetHere123156456,Widowed,noValueSetHere123156456,Unmarried,Female,1111,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,>50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,8614,0,>50K
State-gov,Married-civ-spouse,Transport-moving,Husband,Male,3411,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-spouse-absent,noValueSetHere123156456,Own-child,Female,0,1762,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,1721,<=50K
Federal-gov,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Never-married,Sales,Own-child,Female,2597,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Widowed,Exec-managerial,Not-in-family,Male,0,0,<=50K
