I,N
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Japan
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
Black,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,El-Salvador
White,United-States
Asian-Pac-Islander,United-States
White,United-States
Black,Jamaica
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,South
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Black,United-States
