HRBP,VENTMACH,VENTTUBE,LVFAILURE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,True,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
LOW,HIGH,HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,HIGH,LOW,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,ZERO,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,LOW,False,NORMAL
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,HIGH,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,True,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,False,HIGH
NORMAL,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,HIGH,HIGH,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,NORMAL,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,HIGH,NORMAL,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,True,HIGH
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,LOW,ZERO,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,LOW,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,LOW,ZERO,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,HIGH,False,ONESIDED,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,True,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,ONESIDED,ZERO,LOW,LOW,ZERO,LOW,LOW,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,False,HIGH
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO
LOW,LOW,ZERO,True,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,True,NORMAL
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,LOW,LOW,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,LOW,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,LOW,HIGH,LOW,LOW,HIGH,False,ZERO
LOW,LOW,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
