HRBP,VENTTUBE,ERRCAUTER,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,TPR
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH
LOW,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,LOW,NORMAL,LOW,HIGH,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,LOW,HIGH,NORMAL,HIGH,LOW,False,NORMAL,NORMAL
LOW,LOW,False,LOW,LOW,HIGH,ZERO,LOW,LOW,False,ZERO,HIGH
NORMAL,LOW,True,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,True,ZERO,LOW
LOW,LOW,False,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,False,HIGH,HIGH
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,HIGH,False,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
LOW,LOW,False,LOW,LOW,LOW,NORMAL,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,NORMAL,False,ZERO,NORMAL
LOW,ZERO,True,ZERO,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,NORMAL,False,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,True,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,LOW,HIGH
HIGH,LOW,False,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,LOW
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,LOW,False,NORMAL,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,HIGH,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,False,ZERO,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,HIGH
LOW,LOW,False,LOW,LOW,NORMAL,LOW,LOW,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
LOW,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH
LOW,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,LOW,True,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,ZERO,True,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,HIGH
HIGH,LOW,False,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,True,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,LOW
HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW
HIGH,LOW,True,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,LOW
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
NORMAL,LOW,False,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,ZERO,LOW,LOW,ZERO,LOW,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
LOW,HIGH,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,ZERO,True,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,True,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,HIGH,False,LOW,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH,HIGH
HIGH,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,True,NORMAL,HIGH
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,LOW,LOW,LOW,LOW,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,LOW,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,ZERO,LOW,HIGH,LOW,LOW,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,HIGH,HIGH
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,ZERO,True,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
LOW,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,LOW,LOW,False,LOW,HIGH
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,HIGH,LOW,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,ZERO,False,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW,LOW,False,LOW,LOW
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,LOW,HIGH,False,ZERO,NORMAL
LOW,LOW,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,True,ZERO,LOW
HIGH,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
HIGH,ZERO,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,LOW
LOW,LOW,True,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,ZERO,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,LOW
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
NORMAL,ZERO,False,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
