DuctFlow,HypDistrib,CardiacMixing
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Transp.
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,Complete
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Unequal,
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,Complete
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,
,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
,Equal,Complete
,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Rt_to_Lt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
,Unequal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
,Equal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Complete
Rt_to_Lt,Equal,Transp.
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Complete
Rt_to_Lt,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Transp.
,Equal,Complete
,Equal,Mild
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Unequal,Complete
Rt_to_Lt,Unequal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Unequal,Mild
,Equal,Mild
Lt_to_Rt,Equal,Transp.
,Equal,Complete
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Complete
,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,
,Equal,Complete
,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
,Unequal,Transp.
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Complete
Rt_to_Lt,Unequal,
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
,Equal,Complete
,Equal,Complete
,Equal,Mild
,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Mild
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Mild
,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,
Rt_to_Lt,Unequal,
,Equal,Mild
,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Equal,Mild
Lt_to_Rt,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
Rt_to_Lt,Unequal,
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Mild
,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Unequal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Mild
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
Lt_to_Rt,Unequal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,Transp.
,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Unequal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,
,Equal,Transp.
Lt_to_Rt,Equal,Mild
,Equal,Transp.
,Equal,Transp.
,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
,Equal,Complete
,Equal,Transp.
,Equal,
,Unequal,Transp.
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Mild
,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Complete
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Transp.
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Transp.
,Equal,Mild
Rt_to_Lt,Equal,Mild
,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Transp.
,Equal,Mild
,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Equal,
,Equal,Transp.
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
,Equal,Transp.
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Rt_to_Lt,Equal,Mild
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Unequal,Mild
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Rt_to_Lt,Unequal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Transp.
Lt_to_Rt,Unequal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Rt_to_Lt,Unequal,
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,Transp.
,Equal,
Rt_to_Lt,Unequal,Mild
,Equal,Transp.
Lt_to_Rt,Equal,Complete
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Mild
Rt_to_Lt,Equal,Complete
Rt_to_Lt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Rt_to_Lt,Unequal,Transp.
Lt_to_Rt,Equal,
,Equal,Mild
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Rt_to_Lt,Equal,Mild
,Equal,Transp.
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Mild
,Equal,Transp.
,Equal,Complete
Lt_to_Rt,Equal,Mild
Rt_to_Lt,Equal,Mild
,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Unequal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Rt_to_Lt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
,Equal,
Lt_to_Rt,Equal,Mild
Lt_to_Rt,Equal,
Lt_to_Rt,Equal,
Lt_to_Rt,Equal,Complete
,Equal,Transp.
Lt_to_Rt,Equal,Transp.
Lt_to_Rt,Equal,Complete
Lt_to_Rt,Equal,Complete
