temp_4,meldug_1,temp_3,temp_1,mikro_2,middel_2,lai_0,udbytte,foto_2,mikro_1,nedboer_2,lai_3,middel_1,meldug_2,temp_2,straaling_3,nedboer_3,middel_3,mikro_3,meldug_3,lai_1,foto_1,meldug_4,dm_2,straaling_2,lai_4,straaling_4,foto_3,dm_1,lai_2,dm_4,foto_4,straaling_1,nedboer_1,dm_3
15_0___16_9_C,0_5___1__,____17_0_C,15_0___16_9_C,V_dt_og_koldt,0_75_l_ha,4_5___5_5,121___123_hkg_ha,0_70_kg_m2,V_dt_og_varmt,2___3,3_5___4_5,0_75_l_ha,0_00___0_01__,___13_0_C,350___399_MJ_m2,____4,0_75_l_ha,V_dt_og_varmt,0_00___0_01__,4_5___5_5,0_45_kg_m2,0_00___0_01__,0_60_kg_m2,____250_MJ_m2,0_5___1_5,350___399_MJ_m2,1_05_kg_m2,0_22_kg_m2,4_5___5_5,1_42_kg_m2,0_55_kg_m2,150___199_MJ_m2,____4,1_22_kg_m2
13_0___14_9_C,0_5___1__,15_0___16_9_C,____17_0_C,V_dt_og_koldt,0_50_l_ha,4_5___5_5,87___89_hkg_ha,0_55_kg_m2,V_dt_og_varmt,2___3,2_5___3_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,350___399_MJ_m2,____4,0_l_ha,V_dt_og_varmt,0_00___0_01__,4_5___5_5,0_35_kg_m2,0_00___0_01__,0_48_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_80_kg_m2,0_16_kg_m2,3_5___4_5,1_04_kg_m2,0_40_kg_m2,150___199_MJ_m2,2___3,0_92_kg_m2
15_0___16_9_C,0_00___0_01__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,4_5___5_5,91___93_hkg_ha,0_60_kg_m2,V_dt_og_varmt,____4,3_5___4_5,0_25_l_ha,0_00___0_01__,___13_0_C,300___349_MJ_m2,____4,0_50_l_ha,V_dt_og_varmt,0_00___0_01__,4_5___5_5,0_50_kg_m2,0_00___0_01__,0_54_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,0_80_kg_m2,0_26_kg_m2,4_5___5_5,1_10_kg_m2,0_45_kg_m2,150___199_MJ_m2,2___3,0_96_kg_m2
13_0___14_9_C,0_00___0_01__,13_0___14_9_C,15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,2_5___3_5,65___67_hkg_ha,0_50_kg_m2,T_rt_og_varmt,2___3,1_5___2_5,0_l_ha,0_00___0_01__,15_0___16_9_C,300___349_MJ_m2,2___3,0_75_l_ha,T_rt_og_koldt,0_00___0_01__,2_5___3_5,0_50_kg_m2,0_00___0_01__,0_58_kg_m2,200___249_MJ_m2,0_0___0_5,___300_MJ_m2,0_55_kg_m2,0_30_kg_m2,2_5___3_5,0_78_kg_m2,0_15_kg_m2,200___249_MJ_m2,0___1,0_82_kg_m2
13_0___14_9_C,0_01___0_5__,13_0___14_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,4_5___5_5,107___109_hkg_ha,0_65_kg_m2,V_dt_og_varmt,2___3,3_5___4_5,0_l_ha,1___2__,13_0___14_9_C,350___399_MJ_m2,2___3,0_75_l_ha,T_rt_og_varmt,0_00___0_01__,4_5___5_5,0_45_kg_m2,0_00___0_01__,0_56_kg_m2,200___249_MJ_m2,0_5___1_5,___300_MJ_m2,1_00_kg_m2,0_22_kg_m2,4_5___5_5,1_26_kg_m2,0_50_kg_m2,150___199_MJ_m2,0___1,1_10_kg_m2
____17_0_C,10___25__,____17_0_C,____17_0_C,T_rt_og_koldt,0_75_l_ha,3_5___4_5,95___97_hkg_ha,0_60_kg_m2,T_rt_og_varmt,2___3,2_5___3_5,0_l_ha,10___25__,15_0___16_9_C,350___399_MJ_m2,2___3,0_25_l_ha,T_rt_og_varmt,0_00___0_01__,3_5___4_5,0_50_kg_m2,0_00___0_01__,0_62_kg_m2,____250_MJ_m2,0_5___1_5,300___349_MJ_m2,0_75_kg_m2,0_30_kg_m2,3_5___4_5,1_12_kg_m2,0_45_kg_m2,200___249_MJ_m2,0___1,0_98_kg_m2
13_0___14_9_C,1___2__,15_0___16_9_C,15_0___16_9_C,T_rt_og_koldt,0_l_ha,4_5___5_5,93___95_hkg_ha,0_60_kg_m2,V_dt_og_koldt,2___3,1_5___2_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,350___399_MJ_m2,____4,0_50_l_ha,V_dt_og_varmt,0_00___0_01__,3_5___4_5,0_65_kg_m2,0_00___0_01__,0_70_kg_m2,200___249_MJ_m2,0_5___1_5,___300_MJ_m2,0_55_kg_m2,0_40_kg_m2,3_5___4_5,1_12_kg_m2,0_45_kg_m2,____250_MJ_m2,0___1,0_94_kg_m2
15_0___16_9_C,25___50__,13_0___14_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,5_5___6_5,89___91_hkg_ha,0_45_kg_m2,T_rt_og_varmt,0___1,1_5___2_5,0_50_l_ha,0_5___1__,15_0___16_9_C,300___349_MJ_m2,2___3,0_l_ha,T_rt_og_varmt,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_54_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_75_kg_m2,0_30_kg_m2,2_5___3_5,1_06_kg_m2,0_45_kg_m2,150___199_MJ_m2,2___3,0_90_kg_m2
15_0___16_9_C,10___25__,15_0___16_9_C,13_0___14_9_C,T_rt_og_varmt,0_75_l_ha,5_5___6_5,91___93_hkg_ha,0_50_kg_m2,T_rt_og_varmt,0___1,2_5___3_5,0_25_l_ha,0_5___1__,13_0___14_9_C,350___399_MJ_m2,0___1,0_l_ha,T_rt_og_koldt,0_00___0_01__,4_5___5_5,0_35_kg_m2,0_00___0_01__,0_42_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,0_95_kg_m2,0_16_kg_m2,4_5___5_5,1_08_kg_m2,0_45_kg_m2,___150_MJ_m2,0___1,0_96_kg_m2
____17_0_C,50___100__,____17_0_C,15_0___16_9_C,T_rt_og_koldt,0_75_l_ha,4_5___5_5,45___47_hkg_ha,0_40_kg_m2,T_rt_og_varmt,0___1,1_5___2_5,0_75_l_ha,6___10__,13_0___14_9_C,____400_MJ_m2,____4,0_50_l_ha,V_dt_og_varmt,0_00___0_01__,1_5___2_5,0_40_kg_m2,0_00___0_01__,0_34_kg_m2,150___199_MJ_m2,0_0___0_5,350___399_MJ_m2,0_70_kg_m2,0_18_kg_m2,1_5___2_5,0_54_kg_m2,0_00_kg_m2,200___249_MJ_m2,0___1,0_72_kg_m2
15_0___16_9_C,50___100__,13_0___14_9_C,15_0___16_9_C,T_rt_og_varmt,0_25_l_ha,5_5___6_5,23___25_hkg_ha,0_25_kg_m2,T_rt_og_varmt,2___3,0_5___1_5,0_50_l_ha,1___2__,15_0___16_9_C,350___399_MJ_m2,2___3,0_25_l_ha,V_dt_og_koldt,0_00___0_01__,1_5___2_5,0_30_kg_m2,0_00___0_01__,0_18_kg_m2,150___199_MJ_m2,0_0___0_5,300___349_MJ_m2,0_35_kg_m2,0_10_kg_m2,0_5___1_5,0_28_kg_m2,0_10_kg_m2,150___199_MJ_m2,0___1,0_32_kg_m2
____17_0_C,0_00___0_01__,15_0___16_9_C,13_0___14_9_C,T_rt_og_varmt,0_50_l_ha,4_5___5_5,91___93_hkg_ha,0_45_kg_m2,V_dt_og_varmt,0___1,2_5___3_5,0_25_l_ha,0_00___0_01__,15_0___16_9_C,300___349_MJ_m2,2___3,0_25_l_ha,T_rt_og_koldt,0_00___0_01__,4_5___5_5,0_65_kg_m2,0_00___0_01__,0_62_kg_m2,150___199_MJ_m2,0_5___1_5,350___399_MJ_m2,0_75_kg_m2,0_40_kg_m2,4_5___5_5,1_08_kg_m2,0_40_kg_m2,200___249_MJ_m2,2___3,0_98_kg_m2
13_0___14_9_C,0_5___1__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,5_5___6_5,123___125_hkg_ha,0_75_kg_m2,T_rt_og_varmt,2___3,3_5___4_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,350___399_MJ_m2,____4,0_50_l_ha,V_dt_og_varmt,0_00___0_01__,___6_5,0_55_kg_m2,0_00___0_01__,0_74_kg_m2,200___249_MJ_m2,0_5___1_5,___300_MJ_m2,1_05_kg_m2,0_30_kg_m2,5_5___6_5,1_46_kg_m2,0_45_kg_m2,150___199_MJ_m2,0___1,1_34_kg_m2
15_0___16_9_C,25___50__,15_0___16_9_C,13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,2_5___3_5,41___43_hkg_ha,0_35_kg_m2,T_rt_og_varmt,____4,0_5___1_5,0_50_l_ha,0_5___1__,15_0___16_9_C,300___349_MJ_m2,2___3,0_50_l_ha,V_dt_og_varmt,0_01___0_5__,1_5___2_5,0_40_kg_m2,0_00___0_01__,0_34_kg_m2,150___199_MJ_m2,0_0___0_5,300___349_MJ_m2,0_35_kg_m2,0_18_kg_m2,1_5___2_5,0_48_kg_m2,0_25_kg_m2,150___199_MJ_m2,2___3,0_46_kg_m2
13_0___14_9_C,10___25__,15_0___16_9_C,13_0___14_9_C,V_dt_og_varmt,0_l_ha,4_5___5_5,93___95_hkg_ha,0_40_kg_m2,V_dt_og_varmt,____4,1_5___2_5,0_25_l_ha,0_5___1__,____17_0_C,300___349_MJ_m2,2___3,0_l_ha,V_dt_og_koldt,2___6__,3_5___4_5,0_65_kg_m2,2___6__,0_52_kg_m2,150___199_MJ_m2,0_5___1_5,350___399_MJ_m2,0_60_kg_m2,0_36_kg_m2,3_5___4_5,1_10_kg_m2,0_70_kg_m2,200___249_MJ_m2,____4,0_82_kg_m2
15_0___16_9_C,25___50__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,3_5___4_5,89___91_hkg_ha,0_40_kg_m2,V_dt_og_varmt,____4,1_5___2_5,0_50_l_ha,0_5___1__,13_0___14_9_C,____400_MJ_m2,____4,0_50_l_ha,V_dt_og_varmt,0_00___0_01__,1_5___2_5,0_45_kg_m2,0_00___0_01__,0_44_kg_m2,150___199_MJ_m2,0_5___1_5,350___399_MJ_m2,0_90_kg_m2,0_26_kg_m2,1_5___2_5,1_06_kg_m2,0_45_kg_m2,____250_MJ_m2,0___1,0_90_kg_m2
13_0___14_9_C,0_01___0_5__,13_0___14_9_C,15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,4_5___5_5,107___109_hkg_ha,0_50_kg_m2,V_dt_og_varmt,0___1,2_5___3_5,0_25_l_ha,0_00___0_01__,13_0___14_9_C,____400_MJ_m2,0___1,0_75_l_ha,T_rt_og_varmt,0_00___0_01__,4_5___5_5,0_55_kg_m2,0_00___0_01__,0_52_kg_m2,150___199_MJ_m2,0_5___1_5,300___349_MJ_m2,1_05_kg_m2,0_28_kg_m2,4_5___5_5,1_26_kg_m2,0_50_kg_m2,200___249_MJ_m2,2___3,1_10_kg_m2
____17_0_C,0_5___1__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_50_l_ha,5_5___6_5,103___105_hkg_ha,0_60_kg_m2,V_dt_og_koldt,____4,3_5___4_5,0_50_l_ha,0_00___0_01__,15_0___16_9_C,350___399_MJ_m2,____4,0_25_l_ha,V_dt_og_varmt,0_00___0_01__,5_5___6_5,0_60_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_95_kg_m2,0_34_kg_m2,5_5___6_5,1_24_kg_m2,0_40_kg_m2,200___249_MJ_m2,2___3,1_14_kg_m2
____17_0_C,10___25__,15_0___16_9_C,15_0___16_9_C,T_rt_og_varmt,0_75_l_ha,5_5___6_5,23___25_hkg_ha,0_30_kg_m2,T_rt_og_varmt,0___1,0_0___0_5,0_l_ha,50___100__,15_0___16_9_C,____400_MJ_m2,____4,0_25_l_ha,V_dt_og_varmt,6___10__,4_5___5_5,0_45_kg_m2,0_5___1__,0_32_kg_m2,150___199_MJ_m2,0_0___0_5,350___399_MJ_m2,0_20_kg_m2,0_20_kg_m2,0_5___1_5,0_28_kg_m2,0_00_kg_m2,150___199_MJ_m2,2___3,0_36_kg_m2
13_0___14_9_C,25___50__,15_0___16_9_C,13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,3_5___4_5,85___87_hkg_ha,0_25_kg_m2,T_rt_og_varmt,____4,1_5___2_5,0_50_l_ha,0_5___1__,13_0___14_9_C,350___399_MJ_m2,____4,0_l_ha,V_dt_og_koldt,0_00___0_01__,1_5___2_5,0_50_kg_m2,0_00___0_01__,0_34_kg_m2,___150_MJ_m2,0_5___1_5,350___399_MJ_m2,0_60_kg_m2,0_26_kg_m2,1_5___2_5,1_00_kg_m2,0_65_kg_m2,200___249_MJ_m2,2___3,0_66_kg_m2
13_0___14_9_C,6___10__,13_0___14_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,2_5___3_5,45___47_hkg_ha,0_35_kg_m2,T_rt_og_varmt,0___1,0_5___1_5,0_75_l_ha,0_01___0_5__,15_0___16_9_C,___300_MJ_m2,____4,0_l_ha,V_dt_og_varmt,0_00___0_01__,1_5___2_5,0_40_kg_m2,0_00___0_01__,0_36_kg_m2,150___199_MJ_m2,0_0___0_5,___300_MJ_m2,0_50_kg_m2,0_24_kg_m2,1_5___2_5,0_54_kg_m2,0_15_kg_m2,150___199_MJ_m2,0___1,0_56_kg_m2
____17_0_C,25___50__,13_0___14_9_C,13_0___14_9_C,T_rt_og_varmt,0_50_l_ha,4_5___5_5,87___89_hkg_ha,0_40_kg_m2,T_rt_og_koldt,2___3,2_5___3_5,0_75_l_ha,0_5___1__,15_0___16_9_C,300___349_MJ_m2,____4,0_25_l_ha,V_dt_og_koldt,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_52_kg_m2,___150_MJ_m2,0_5___1_5,300___349_MJ_m2,0_75_kg_m2,0_34_kg_m2,3_5___4_5,1_04_kg_m2,0_45_kg_m2,200___249_MJ_m2,0___1,0_92_kg_m2
13_0___14_9_C,0_01___0_5__,15_0___16_9_C,13_0___14_9_C,V_dt_og_varmt,0_25_l_ha,5_5___6_5,107___109_hkg_ha,0_50_kg_m2,T_rt_og_koldt,2___3,4_5___5_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,2___3,0_75_l_ha,V_dt_og_koldt,0_00___0_01__,5_5___6_5,0_50_kg_m2,0_00___0_01__,0_48_kg_m2,150___199_MJ_m2,1_5___2_5,___300_MJ_m2,0_85_kg_m2,0_24_kg_m2,___6_5,1_26_kg_m2,0_65_kg_m2,150___199_MJ_m2,0___1,0_94_kg_m2
____17_0_C,25___50__,13_0___14_9_C,13_0___14_9_C,V_dt_og_varmt,0_75_l_ha,___6_5,97___99_hkg_ha,0_50_kg_m2,T_rt_og_koldt,____4,2_5___3_5,0_75_l_ha,0_01___0_5__,13_0___14_9_C,___300_MJ_m2,2___3,0_l_ha,T_rt_og_varmt,0_00___0_01__,4_5___5_5,0_50_kg_m2,0_00___0_01__,0_52_kg_m2,150___199_MJ_m2,0_5___1_5,300___349_MJ_m2,0_80_kg_m2,0_30_kg_m2,4_5___5_5,1_16_kg_m2,0_55_kg_m2,150___199_MJ_m2,0___1,0_94_kg_m2
____17_0_C,1___2__,____17_0_C,13_0___14_9_C,T_rt_og_koldt,0_75_l_ha,3_5___4_5,87___89_hkg_ha,0_35_kg_m2,T_rt_og_koldt,0___1,2_5___3_5,0_50_l_ha,0_00___0_01__,___13_0_C,350___399_MJ_m2,0___1,0_l_ha,T_rt_og_varmt,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_01___0_5__,0_46_kg_m2,___150_MJ_m2,0_5___1_5,300___349_MJ_m2,0_85_kg_m2,0_32_kg_m2,2_5___3_5,1_04_kg_m2,0_35_kg_m2,150___199_MJ_m2,0___1,0_96_kg_m2
____17_0_C,50___100__,13_0___14_9_C,___13_0_C,T_rt_og_koldt,0_75_l_ha,4_5___5_5,79___81_hkg_ha,0_45_kg_m2,T_rt_og_koldt,2___3,1_5___2_5,0_75_l_ha,0_01___0_5__,___13_0_C,350___399_MJ_m2,2___3,0_75_l_ha,T_rt_og_varmt,0_00___0_01__,1_5___2_5,0_30_kg_m2,0_00___0_01__,0_36_kg_m2,150___199_MJ_m2,0_5___1_5,350___399_MJ_m2,0_80_kg_m2,0_14_kg_m2,1_5___2_5,0_94_kg_m2,0_50_kg_m2,___150_MJ_m2,0___1,0_80_kg_m2
15_0___16_9_C,2___6__,15_0___16_9_C,___13_0_C,V_dt_og_koldt,0_50_l_ha,5_5___6_5,97___99_hkg_ha,0_90_kg_m2,V_dt_og_koldt,____4,2_5___3_5,0_50_l_ha,0_00___0_01__,___13_0_C,300___349_MJ_m2,2___3,0_25_l_ha,T_rt_og_varmt,0_00___0_01__,5_5___6_5,0_35_kg_m2,0_00___0_01__,0_68_kg_m2,____250_MJ_m2,0_5___1_5,350___399_MJ_m2,0_80_kg_m2,0_18_kg_m2,4_5___5_5,1_14_kg_m2,0_35_kg_m2,___150_MJ_m2,____4,1_06_kg_m2
13_0___14_9_C,50___100__,15_0___16_9_C,13_0___14_9_C,T_rt_og_varmt,0_50_l_ha,5_5___6_5,5___7_hkg_ha,0_20_kg_m2,V_dt_og_koldt,0___1,0_0___0_5,0_l_ha,50___100__,15_0___16_9_C,____400_MJ_m2,2___3,0_75_l_ha,T_rt_og_koldt,0_5___1__,0_0___0_5,0_00_kg_m2,0_00___0_01__,0_06_kg_m2,200___249_MJ_m2,0_0___0_5,300___349_MJ_m2,0_30_kg_m2,0_00_kg_m2,0_0___0_5,0_08_kg_m2,0_00_kg_m2,200___249_MJ_m2,____4,0_18_kg_m2
13_0___14_9_C,0_01___0_5__,13_0___14_9_C,13_0___14_9_C,T_rt_og_koldt,0_25_l_ha,2_5___3_5,87___89_hkg_ha,0_60_kg_m2,T_rt_og_koldt,0___1,1_5___2_5,0_l_ha,0_01___0_5__,13_0___14_9_C,350___399_MJ_m2,____4,0_25_l_ha,V_dt_og_koldt,0_00___0_01__,2_5___3_5,0_50_kg_m2,0_00___0_01__,0_60_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_70_kg_m2,0_26_kg_m2,2_5___3_5,1_02_kg_m2,0_35_kg_m2,150___199_MJ_m2,0___1,0_94_kg_m2
____17_0_C,0_01___0_5__,13_0___14_9_C,15_0___16_9_C,V_dt_og_varmt,0_l_ha,5_5___6_5,119___121_hkg_ha,0_55_kg_m2,T_rt_og_varmt,____4,4_5___5_5,0_25_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,2___3,0_75_l_ha,V_dt_og_koldt,0_00___0_01__,___6_5,0_55_kg_m2,0_00___0_01__,0_62_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,1_00_kg_m2,0_32_kg_m2,___6_5,1_40_kg_m2,0_55_kg_m2,200___249_MJ_m2,0___1,1_18_kg_m2
15_0___16_9_C,0_01___0_5__,13_0___14_9_C,___13_0_C,V_dt_og_koldt,0_50_l_ha,4_5___5_5,117___119_hkg_ha,0_60_kg_m2,T_rt_og_koldt,____4,2_5___3_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,____4,0_25_l_ha,V_dt_og_koldt,0_00___0_01__,4_5___5_5,0_75_kg_m2,0_00___0_01__,0_76_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_85_kg_m2,0_46_kg_m2,4_5___5_5,1_38_kg_m2,0_50_kg_m2,____250_MJ_m2,0___1,1_18_kg_m2
15_0___16_9_C,50___100__,13_0___14_9_C,___13_0_C,V_dt_og_varmt,0_l_ha,4_5___5_5,35___37_hkg_ha,0_35_kg_m2,V_dt_og_koldt,2___3,0_5___1_5,0_50_l_ha,2___6__,13_0___14_9_C,350___399_MJ_m2,2___3,0_l_ha,T_rt_og_varmt,2___6__,0_5___1_5,0_35_kg_m2,25___50__,0_30_kg_m2,200___249_MJ_m2,0_0___0_5,___300_MJ_m2,0_50_kg_m2,0_18_kg_m2,0_5___1_5,0_44_kg_m2,0_00_kg_m2,200___249_MJ_m2,____4,0_56_kg_m2
13_0___14_9_C,0_00___0_01__,15_0___16_9_C,13_0___14_9_C,T_rt_og_varmt,0_75_l_ha,5_5___6_5,109___111_hkg_ha,0_55_kg_m2,V_dt_og_koldt,0___1,3_5___4_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,350___399_MJ_m2,2___3,0_75_l_ha,V_dt_og_koldt,0_00___0_01__,5_5___6_5,0_60_kg_m2,0_00___0_01__,0_66_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,1_00_kg_m2,0_36_kg_m2,5_5___6_5,1_30_kg_m2,0_35_kg_m2,200___249_MJ_m2,2___3,1_26_kg_m2
15_0___16_9_C,25___50__,15_0___16_9_C,___13_0_C,V_dt_og_varmt,0_50_l_ha,4_5___5_5,43___45_hkg_ha,0_35_kg_m2,T_rt_og_koldt,____4,0_5___1_5,0_50_l_ha,1___2__,13_0___14_9_C,350___399_MJ_m2,0___1,0_l_ha,T_rt_og_varmt,0_01___0_5__,1_5___2_5,0_55_kg_m2,0_5___1__,0_44_kg_m2,150___199_MJ_m2,0_0___0_5,350___399_MJ_m2,0_50_kg_m2,0_30_kg_m2,0_5___1_5,0_52_kg_m2,0_00_kg_m2,200___249_MJ_m2,0___1,0_66_kg_m2
13_0___14_9_C,6___10__,15_0___16_9_C,15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,3_5___4_5,97___99_hkg_ha,0_60_kg_m2,V_dt_og_varmt,____4,2_5___3_5,0_50_l_ha,0_01___0_5__,___13_0_C,350___399_MJ_m2,2___3,0_l_ha,T_rt_og_koldt,0_00___0_01__,3_5___4_5,0_25_kg_m2,0_00___0_01__,0_44_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_90_kg_m2,0_12_kg_m2,3_5___4_5,1_16_kg_m2,0_55_kg_m2,___150_MJ_m2,____4,0_96_kg_m2
15_0___16_9_C,2___6__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_l_ha,3_5___4_5,87___89_hkg_ha,0_50_kg_m2,V_dt_og_koldt,____4,2_5___3_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,0___1,0_75_l_ha,T_rt_og_koldt,0_00___0_01__,3_5___4_5,0_45_kg_m2,0_00___0_01__,0_48_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,0_85_kg_m2,0_22_kg_m2,3_5___4_5,1_04_kg_m2,0_30_kg_m2,150___199_MJ_m2,2___3,0_96_kg_m2
13_0___14_9_C,0_00___0_01__,____17_0_C,15_0___16_9_C,V_dt_og_koldt,0_50_l_ha,4_5___5_5,97___99_hkg_ha,0_60_kg_m2,V_dt_og_varmt,____4,3_5___4_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,____4,0_75_l_ha,V_dt_og_varmt,0_00___0_01__,5_5___6_5,0_65_kg_m2,0_00___0_01__,0_68_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_75_kg_m2,0_36_kg_m2,5_5___6_5,1_16_kg_m2,0_35_kg_m2,200___249_MJ_m2,____4,1_08_kg_m2
13_0___14_9_C,25___50__,15_0___16_9_C,13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,5_5___6_5,89___91_hkg_ha,0_50_kg_m2,T_rt_og_koldt,0___1,1_5___2_5,0_l_ha,2___6__,15_0___16_9_C,300___349_MJ_m2,0___1,0_l_ha,T_rt_og_varmt,0_00___0_01__,2_5___3_5,0_65_kg_m2,0_00___0_01__,0_56_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_65_kg_m2,0_36_kg_m2,2_5___3_5,1_06_kg_m2,0_50_kg_m2,____250_MJ_m2,0___1,0_88_kg_m2
15_0___16_9_C,0_00___0_01__,15_0___16_9_C,13_0___14_9_C,T_rt_og_koldt,0_l_ha,3_5___4_5,91___93_hkg_ha,0_45_kg_m2,V_dt_og_koldt,0___1,2_5___3_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,____4,0_l_ha,V_dt_og_koldt,0_00___0_01__,4_5___5_5,0_65_kg_m2,0_00___0_01__,0_60_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,0_70_kg_m2,0_40_kg_m2,4_5___5_5,1_10_kg_m2,0_40_kg_m2,200___249_MJ_m2,____4,0_98_kg_m2
15_0___16_9_C,10___25__,____17_0_C,13_0___14_9_C,V_dt_og_varmt,0_50_l_ha,3_5___4_5,79___81_hkg_ha,0_50_kg_m2,T_rt_og_koldt,____4,1_5___2_5,0_50_l_ha,0_01___0_5__,____17_0_C,300___349_MJ_m2,0___1,0_25_l_ha,T_rt_og_varmt,0_00___0_01__,3_5___4_5,0_45_kg_m2,0_00___0_01__,0_50_kg_m2,200___249_MJ_m2,0_5___1_5,300___349_MJ_m2,0_60_kg_m2,0_24_kg_m2,2_5___3_5,0_94_kg_m2,0_45_kg_m2,150___199_MJ_m2,2___3,0_78_kg_m2
15_0___16_9_C,0_01___0_5__,15_0___16_9_C,15_0___16_9_C,V_dt_og_varmt,0_50_l_ha,___6_5,83___85_hkg_ha,0_45_kg_m2,V_dt_og_varmt,____4,2_5___3_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,____4,0_75_l_ha,V_dt_og_varmt,0_00___0_01__,5_5___6_5,0_60_kg_m2,0_00___0_01__,0_52_kg_m2,150___199_MJ_m2,0_5___1_5,___300_MJ_m2,0_80_kg_m2,0_32_kg_m2,4_5___5_5,1_00_kg_m2,0_40_kg_m2,150___199_MJ_m2,____4,0_94_kg_m2
____17_0_C,2___6__,15_0___16_9_C,15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,5_5___6_5,81___83_hkg_ha,0_55_kg_m2,T_rt_og_koldt,0___1,2_5___3_5,0_75_l_ha,0_00___0_01__,13_0___14_9_C,350___399_MJ_m2,2___3,0_25_l_ha,T_rt_og_koldt,0_00___0_01__,4_5___5_5,0_50_kg_m2,0_00___0_01__,0_54_kg_m2,200___249_MJ_m2,0_5___1_5,___300_MJ_m2,0_75_kg_m2,0_28_kg_m2,4_5___5_5,0_96_kg_m2,0_35_kg_m2,200___249_MJ_m2,0___1,0_90_kg_m2
13_0___14_9_C,25___50__,15_0___16_9_C,13_0___14_9_C,V_dt_og_koldt,0_75_l_ha,5_5___6_5,115___117_hkg_ha,0_60_kg_m2,T_rt_og_koldt,____4,3_5___4_5,0_50_l_ha,0_00___0_01__,13_0___14_9_C,300___349_MJ_m2,2___3,0_25_l_ha,V_dt_og_varmt,0_00___0_01__,4_5___5_5,0_65_kg_m2,0_00___0_01__,0_68_kg_m2,200___249_MJ_m2,1_5___2_5,300___349_MJ_m2,0_75_kg_m2,0_38_kg_m2,4_5___5_5,1_36_kg_m2,0_75_kg_m2,200___249_MJ_m2,0___1,1_08_kg_m2
____17_0_C,6___10__,15_0___16_9_C,15_0___16_9_C,T_rt_og_varmt,0_50_l_ha,2_5___3_5,0___1_hkg_ha,0_00_kg_m2,V_dt_og_varmt,2___3,0_0___0_5,0_l_ha,50___100__,____17_0_C,350___399_MJ_m2,2___3,0_75_l_ha,V_dt_og_varmt,2___6__,1_5___2_5,0_40_kg_m2,0_00___0_01__,0_12_kg_m2,____250_MJ_m2,0_0___0_5,350___399_MJ_m2,0_00_kg_m2,0_20_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,150___199_MJ_m2,____4,0_04_kg_m2
