HRBP,VENTMACH,VENTTUBE,LVFAILURE,LVEDVOLUME,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,VENTALV,TPR,ARTCO2,HR,CVP,SAO2,HYPOVOLEMIA,CATECHOL,DISCONNECT
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,True,HIGH,False
NORMAL,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,True,HIGH,False
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,True,HIGH,True
HIGH,NORMAL,NORMAL,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
LOW,HIGH,HIGH,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,HIGH,False
HIGH,ZERO,ZERO,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,ZERO,False,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,True,HIGH,True
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,True,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,ZERO,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,False,HIGH,False
LOW,NORMAL,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,True
HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,LOW,True,HIGH,False
NORMAL,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,True
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,True,HIGH,False
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,NORMAL,True
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
NORMAL,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,True,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL,False
LOW,NORMAL,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,True
HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,True,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,ZERO,ZERO,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,False
LOW,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,False
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,False,HIGH,False
NORMAL,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,LOW,True,HIGH,False
LOW,LOW,ZERO,False,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,True,NORMAL,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,ZERO,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,True
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,ZERO,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,True,HIGH,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,False
LOW,LOW,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
NORMAL,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,True,HIGH,True
NORMAL,NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,HIGH,HIGH,True,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,False
NORMAL,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
LOW,ZERO,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,False,NORMAL,False
LOW,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,True,NORMAL,False
HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,LOW,True,HIGH,False
HIGH,HIGH,HIGH,True,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,True,HIGH,False
LOW,ZERO,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,NORMAL,False
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,NORMAL,False
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,True
LOW,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,ZERO,ZERO,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,HIGH,LOW,NORMAL,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,True,HIGH,False
LOW,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,ZERO,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
HIGH,LOW,ZERO,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH,True
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,NORMAL,False
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,NORMAL,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
LOW,ZERO,ZERO,False,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW,True,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,True,HIGH,True
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,False
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,HIGH,False
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
LOW,NORMAL,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,NORMAL,True
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,False,NORMAL,True
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,HIGH,True,LOW,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,False
HIGH,NORMAL,LOW,True,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,True,HIGH,False
LOW,NORMAL,LOW,True,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,False,NORMAL,False
NORMAL,NORMAL,ZERO,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,False,HIGH,True
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,False
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,True,HIGH,False
LOW,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL,False
