HRBP,VENTMACH,VENTTUBE,ERRCAUTER,LVFAILURE,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,VENTALV,TPR,VENTLUNG,ARTCO2,HR,FIO2,SAO2,CATECHOL,DISCONNECT
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
HIGH,NORMAL,NORMAL,False,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,HIGH,HIGH,False,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,True,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,True
HIGH,NORMAL,LOW,True,False,LOW,HIGH,ZERO,HIGH,NORMAL,LOW,ZERO,LOW,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,ZERO,False,False,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,True
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,HIGH,False,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False
LOW,NORMAL,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
LOW,HIGH,HIGH,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,ZERO,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,LOW,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,LOW,HIGH,NORMAL,LOW,HIGH,False
LOW,LOW,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,NORMAL,LOW,HIGH,True
NORMAL,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,HIGH,HIGH,False,True,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
NORMAL,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,NORMAL,False
LOW,NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,HIGH,HIGH,True,True,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,False
LOW,NORMAL,LOW,True,False,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,ZERO,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,HIGH,True
LOW,HIGH,HIGH,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,ZERO,ZERO,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,True,True,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,LOW,ZERO,True,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
HIGH,LOW,ZERO,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,False
LOW,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,LOW,NORMAL,LOW,HIGH,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
HIGH,ZERO,ZERO,False,False,LOW,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,LOW,HIGH,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,ZERO,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,NORMAL,True
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,HIGH,False,True,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,False
NORMAL,NORMAL,ZERO,False,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
LOW,HIGH,HIGH,False,False,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,False
LOW,NORMAL,LOW,False,False,LOW,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
