LungFlow,XrayReport,ChestXray,LungParench
Low,Asy/Patchy,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Congested
High,Asy/Patchy,Grd_Glass,Abnormal
High,Normal,Oligaemic,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Plethoric,Asy/Patch,Abnormal
Low,Plethoric,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Normal,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Congested
High,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Abnormal
Normal,Plethoric,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
High,Normal,Normal,Abnormal
High,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Normal,Normal
High,Normal,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Grd_Glass,Congested
High,Asy/Patchy,Grd_Glass,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
High,Asy/Patchy,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Congested
Low,Plethoric,Plethoric,Congested
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Normal,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Grd_Glass,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Plethoric,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Congested
Low,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Normal,Plethoric,Normal
Normal,Normal,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Normal,Abnormal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Grd_Glass,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Plethoric,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Normal,Grd_Glass,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
High,Asy/Patchy,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Grd_Glass,Normal
High,Oligaemic,Normal,Normal
Low,Plethoric,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Plethoric,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Asy/Patch,Abnormal
Low,Plethoric,Plethoric,Abnormal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
High,Asy/Patchy,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Plethoric,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Normal,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Congested
High,Normal,Normal,Abnormal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Congested
High,Normal,Normal,Normal
High,Normal,Plethoric,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Oligaemic,Oligaemic,Congested
Low,Asy/Patchy,Grd_Glass,Normal
High,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Oligaemic,Abnormal
High,Normal,Plethoric,Normal
Normal,Plethoric,Normal,Normal
High,Normal,Grd_Glass,Abnormal
Low,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Normal,Normal,Normal,Congested
High,Oligaemic,Oligaemic,Abnormal
Normal,Plethoric,Plethoric,Congested
High,Normal,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
High,Asy/Patchy,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Oligaemic,Abnormal
High,Normal,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
Normal,Grd_Glass,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Abnormal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Abnormal
Normal,Normal,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Normal,Grd_Glass,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Normal,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Plethoric,Congested
High,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Grd_Glass,Normal,Normal
Normal,Plethoric,Normal,Normal
High,Oligaemic,Plethoric,Normal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Normal,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Normal,Normal,Normal
High,Normal,Normal,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
High,Normal,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Congested
Low,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
Normal,Plethoric,Plethoric,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Plethoric,Asy/Patch,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Oligaemic,Abnormal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
Low,Plethoric,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Grd_Glass,Abnormal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
High,Oligaemic,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
High,Asy/Patchy,Asy/Patch,Congested
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Plethoric,Normal
High,Asy/Patchy,Plethoric,Normal
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Abnormal
Normal,Asy/Patchy,Grd_Glass,Congested
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Plethoric,Grd_Glass,Congested
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Asy/Patchy,Asy/Patch,Congested
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Normal,Congested
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Congested
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Plethoric,Normal
Normal,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Normal,Grd_Glass,Congested
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Oligaemic,Normal
Low,Plethoric,Asy/Patch,Abnormal
