OriginState,OriginStateFips
GA,13
IL,17
VA,51
TN,47
TX,48
IN,18
IL,17
IL,17
MD,24
NY,36
FL,12
LA,22
NY,36
CA,6
TX,48
KY,21
CO,8
CA,6
FL,12
OK,40
AZ,4
FL,12
IL,17
NV,32
VA,51
CA,6
CA,6
UT,49
GA,13
IL,17
IA,19
WA,53
TN,47
WA,53
FL,12
IL,17
HI,15
PR,72
FL,12
KY,21
TX,48
NC,37
TX,48
IA,19
TX,48
FL,12
CO,8
CO,8
NV,32
TX,48
UT,49
NY,36
NC,37
NJ,34
OH,39
NE,31
GA,13
LA,22
AZ,4
WI,55
FL,12
MO,29
IL,17
AZ,4
CA,6
KY,21
MI,26
MA,25
HI,15
FL,12
MN,27
IL,17
IL,17
NC,37
TT,75
MA,25
CA,6
NY,36
NJ,34
CA,6
OH,39
NJ,34
TX,48
MO,29
FL,12
FL,12
AZ,4
WA,53
SD,46
AZ,4
FL,12
HI,15
TX,48
VA,51
TX,48
OH,39
IL,17
GA,13
GA,13
CA,6
TX,48
IL,17
CA,6
MD,24
IL,17
CA,6
NY,36
OR,41
AZ,4
FL,12
MD,24
TX,48
PR,72
IL,17
PA,42
IL,17
TX,48
NY,36
VA,51
FL,12
MS,28
WI,55
WY,56
CO,8
AZ,4
OK,40
VA,51
CA,6
CA,6
LA,22
CO,8
CA,6
OR,41
AZ,4
VA,51
CO,8
FL,12
TX,48
WI,55
PR,72
FL,12
MA,25
MD,24
MO,29
NV,32
GA,13
CA,6
GA,13
CA,6
MO,29
MI,26
WA,53
VA,51
NV,32
NV,32
IL,17
CO,8
NJ,34
TX,48
IL,17
MA,25
CA,6
FL,12
CA,6
WA,53
NH,33
RI,44
CA,6
HI,15
IL,17
TX,48
FL,12
GA,13
FL,12
TX,48
TX,48
TX,48
TX,48
NV,32
FL,12
CA,6
CA,6
MI,26
CA,6
AK,2
PR,72
LA,22
VA,51
MO,29
CO,8
NE,31
CA,6
MD,24
TN,47
AZ,4
SC,45
CA,6
IL,17
NY,36
TX,48
MO,29
IL,17
FL,12
OR,41
FL,12
ME,23
CA,6
WA,53
GA,13
NY,36
PA,42
MD,24
TN,47
CA,6
MD,24
WA,53
CO,8
OK,40
MO,29
GA,13
FL,12
UT,49
CA,6
IL,17
MA,25
OH,39
CO,8
FL,12
TX,48
CA,6
UT,49
UT,49
AZ,4
RI,44
TX,48
AZ,4
OH,39
CA,6
FL,12
NY,36
CA,6
FL,12
FL,12
LA,22
NJ,34
CA,6
MO,29
TN,47
CA,6
TX,48
MS,28
FL,12
CA,6
TX,48
MI,26
GA,13
MN,27
TX,48
PA,42
IL,17
GA,13
PR,72
UT,49
CA,6
CA,6
VA,51
FL,12
WA,53
NC,37
WA,53
GA,13
WA,53
CA,6
OH,39
TX,48
TX,48
NC,37
CA,6
AZ,4
WA,53
WA,53
TX,48
AZ,4
TX,48
AZ,4
WI,55
CO,8
CA,6
NV,32
FL,12
CA,6
AK,2
LA,22
TX,48
CA,6
FL,12
SC,45
FL,12
PA,42
MD,24
SC,45
CO,8
RI,44
SC,45
AZ,4
FL,12
GA,13
NM,35
OH,39
NY,36
CA,6
CA,6
CO,8
MA,25
AR,5
ND,38
FL,12
TX,48
NJ,34
NJ,34
KY,21
MD,24
CO,8
TX,48
FL,12
GA,13
AZ,4
LA,22
CA,6
CA,6
FL,12
TX,48
CO,8
MD,24
KY,21
VA,51
MN,27
TX,48
TX,48
LA,22
NV,32
FL,12
NJ,34
CA,6
MO,29
AZ,4
VA,51
CO,8
MI,26
NV,32
WI,55
TX,48
TX,48
UT,49
AZ,4
FL,12
CA,6
WA,53
IL,17
CA,6
TX,48
TX,48
WI,55
AR,5
IL,17
GA,13
MD,24
CA,6
IL,17
VA,51
NC,37
VA,51
HI,15
CA,6
FL,12
TX,48
CA,6
GA,13
HI,15
MO,29
TX,48
AZ,4
VA,51
HI,15
AZ,4
SC,45
WI,55
SC,45
OK,40
MD,24
TX,48
IL,17
NJ,34
OR,41
NY,36
WA,53
CO,8
PA,42
TX,48
KY,21
TX,48
AZ,4
NC,37
CA,6
VA,51
IL,17
TX,48
NC,37
VA,51
PR,72
OK,40
TX,48
TX,48
VA,51
HI,15
MN,27
IL,17
PA,42
TX,48
TX,48
NY,36
GA,13
CA,6
AZ,4
FL,12
KY,21
IL,17
IA,19
HI,15
AZ,4
WA,53
CO,8
HI,15
MN,27
CA,6
NV,32
CA,6
FL,12
NE,31
TN,47
NM,35
PA,42
KY,21
SC,45
WA,53
SC,45
NJ,34
TX,48
CA,6
NM,35
TX,48
OH,39
FL,12
OK,40
GA,13
FL,12
NY,36
NY,36
MN,27
MO,29
IL,17
FL,12
KY,21
CO,8
NY,36
CO,8
GA,13
AZ,4
TX,48
IL,17
UT,49
GA,13
HI,15
CA,6
GA,13
NV,32
CA,6
PA,42
TN,47
CA,6
VA,51
MT,30
PA,42
CA,6
IL,17
GA,13
IL,17
NC,37
IL,17
NJ,34
GA,13
NY,36
VA,51
MD,24
NC,37
MI,26
CO,8
MN,27
FL,12
MO,29
IL,17
GA,13
NJ,34
HI,15
VA,51
WA,53
TX,48
TX,48
NC,37
HI,15
TX,48
NM,35
TX,48
CA,6
NV,32
ME,23
TX,48
AZ,4
AR,5
VA,51
NV,32
GA,13
LA,22
CA,6
IL,17
RI,44
CA,6
WY,56
NY,36
NE,31
WI,55
GA,13
TX,48
MO,29
NY,36
MO,29
TX,48
CA,6
GA,13
NC,37
MA,25
NC,37
CA,6
CA,6
NC,37
CA,6
TX,48
WA,53
NJ,34
CA,6
NY,36
CA,6
IL,17
VA,51
FL,12
MI,26
NJ,34
GA,13
MA,25
GA,13
FL,12
CO,8
NY,36
NY,36
CA,6
LA,22
CA,6
AZ,4
NY,36
NV,32
IL,17
NY,36
CA,6
VA,51
WA,53
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
UT,49
TX,48
FL,12
LA,22
CA,6
NV,32
IL,17
AZ,4
FL,12
CO,8
IL,17
VA,51
IL,17
CA,6
TN,47
VA,51
TX,48
IL,17
TX,48
CA,6
TX,48
MN,27
CA,6
CO,8
AZ,4
TX,48
UT,49
TX,48
CA,6
SD,46
MI,26
CO,8
GA,13
NC,37
LA,22
TN,47
TN,47
CA,6
TX,48
WA,53
CA,6
IL,17
MI,26
TX,48
TX,48
MO,29
GA,13
PA,42
FL,12
TX,48
IL,17
CA,6
IL,17
CA,6
TX,48
PA,42
CA,6
CO,8
FL,12
AZ,4
IL,17
CA,6
GA,13
UT,49
MN,27
AZ,4
IL,17
VA,51
TX,48
FL,12
GA,13
FL,12
VA,51
AK,2
FL,12
FL,12
NJ,34
NV,32
AZ,4
MN,27
FL,12
FL,12
OK,40
MN,27
IN,18
TX,48
NY,36
TX,48
CO,8
NY,36
TX,48
FL,12
CA,6
TX,48
TN,47
GA,13
CA,6
IN,18
CA,6
TX,48
NV,32
CA,6
TX,48
OR,41
MI,26
NJ,34
TX,48
TX,48
WI,55
CA,6
TN,47
TX,48
TX,48
NY,36
MO,29
MI,26
PA,42
NJ,34
NY,36
IN,18
NY,36
IL,17
AZ,4
MA,25
IL,17
TX,48
TX,48
TX,48
GA,13
PR,72
TX,48
GA,13
CA,6
AZ,4
MO,29
IL,17
MI,26
UT,49
FL,12
MI,26
HI,15
PR,72
NH,33
KY,21
MN,27
IL,17
HI,15
FL,12
NJ,34
IL,17
CO,8
TX,48
CA,6
CA,6
GA,13
MA,25
IL,17
KY,21
FL,12
VA,51
SC,45
UT,49
CA,6
MI,26
GA,13
AZ,4
GA,13
CT,9
IN,18
NY,36
IL,17
GA,13
NY,36
CA,6
CA,6
NC,37
MA,25
NY,36
OR,41
MO,29
TX,48
GA,13
IL,17
TX,48
OH,39
CA,6
GA,13
TX,48
NJ,34
NC,37
CO,8
TX,48
WA,53
CA,6
CA,6
TX,48
IL,17
PA,42
NY,36
MD,24
FL,12
IL,17
NJ,34
MO,29
NM,35
NC,37
RI,44
TX,48
TX,48
GA,13
NJ,34
MO,29
CA,6
IL,17
GA,13
GA,13
SC,45
GA,13
MD,24
CA,6
OK,40
MI,26
MI,26
FL,12
KY,21
WA,53
UT,49
UT,49
FL,12
NC,37
ND,38
AZ,4
CA,6
OH,39
GA,13
NY,36
IL,17
FL,12
OR,41
TX,48
IL,17
TX,48
IL,17
WA,53
FL,12
AZ,4
MI,26
OK,40
FL,12
NY,36
CO,8
AZ,4
IL,17
PR,72
NV,32
RI,44
CA,6
TN,47
CO,8
NV,32
LA,22
AZ,4
CO,8
FL,12
IL,17
LA,22
IL,17
MA,25
TX,48
TX,48
HI,15
MA,25
MN,27
NV,32
OR,41
TX,48
TX,48
NV,32
TN,47
IL,17
IL,17
FL,12
HI,15
TX,48
GA,13
ND,38
MI,26
TX,48
NC,37
HI,15
TX,48
OH,39
TX,48
MI,26
TX,48
TX,48
IL,17
GA,13
NC,37
TX,48
TX,48
NC,37
TX,48
AL,1
NC,37
FL,12
NV,32
NY,36
AZ,4
RI,44
WA,53
UT,49
CA,6
TX,48
HI,15
CO,8
IL,17
CA,6
IL,17
NY,36
NC,37
IL,17
PA,42
AL,1
WI,55
TX,48
NC,37
NM,35
CO,8
IL,17
MI,26
MD,24
MA,25
CA,6
CO,8
UT,49
NC,37
TX,48
CA,6
CA,6
MI,26
KY,21
TX,48
TN,47
CO,8
TX,48
NE,31
TX,48
NJ,34
NV,32
HI,15
OK,40
AZ,4
TX,48
GA,13
NM,35
OK,40
FL,12
CO,8
CA,6
MO,29
HI,15
CA,6
TX,48
UT,49
NY,36
MN,27
MI,26
WA,53
CA,6
TX,48
FL,12
CA,6
MI,26
MA,25
TX,48
IL,17
TX,48
UT,49
CA,6
TX,48
UT,49
VA,51
FL,12
CA,6
CT,9
NY,36
TX,48
TX,48
CA,6
TX,48
NJ,34
UT,49
GA,13
UT,49
NJ,34
NM,35
IL,17
OH,39
AZ,4
CA,6
IL,17
CO,8
NC,37
GA,13
TX,48
VA,51
TX,48
TX,48
MI,26
NC,37
NM,35
NM,35
GA,13
TX,48
TX,48
MI,26
MD,24
MO,29
FL,12
IL,17
IL,17
MN,27
FL,12
CO,8
TX,48
TX,48
GA,13
GA,13
CO,8
NJ,34
FL,12
IL,17
HI,15
FL,12
TX,48
NV,32
FL,12
MI,26
CO,8
NC,37
IL,17
FL,12
KY,21
TN,47
TX,48
SC,45
CA,6
AL,1
NV,32
CA,6
MD,24
CA,6
TX,48
HI,15
CO,8
CO,8
NY,36
OH,39
MD,24
NY,36
NY,36
FL,12
HI,15
LA,22
FL,12
CA,6
TX,48
FL,12
CA,6
NJ,34
IL,17
AZ,4
MA,25
GA,13
CA,6
TX,48
IL,17
CA,6
AL,1
CA,6
VA,51
MO,29
KY,21
MN,27
FL,12
FL,12
AK,2
GA,13
GA,13
FL,12
LA,22
NC,37
NY,36
GA,13
FL,12
CA,6
FL,12
FL,12
NC,37
CA,6
TX,48
TX,48
TX,48
ID,16
TX,48
TX,48
NV,32
LA,22
OR,41
CO,8
GA,13
CA,6
CA,6
AZ,4
CA,6
CA,6
MS,28
IL,17
FL,12
NC,37
VA,51
TX,48
CA,6
TN,47
HI,15
CA,6
MA,25
NJ,34
CA,6
NC,37
CA,6
GA,13
CO,8
FL,12
AZ,4
WA,53
KY,21
TN,47
GA,13
NY,36
NC,37
CA,6
NC,37
CA,6
NC,37
CA,6
AL,1
CA,6
MN,27
TX,48
PA,42
TX,48
WI,55
CA,6
TX,48
PA,42
HI,15
PA,42
TX,48
IN,18
TX,48
GA,13
MI,26
TX,48
UT,49
TX,48
FL,12
NC,37
TX,48
AZ,4
TX,48
NJ,34
TX,48
CA,6
MD,24
NC,37
NJ,34
TX,48
NY,36
CA,6
NC,37
FL,12
TX,48
CO,8
TX,48
MD,24
VA,51
AZ,4
IL,17
NY,36
NV,32
TX,48
MT,30
TX,48
WA,53
IL,17
FL,12
FL,12
TX,48
TX,48
NY,36
HI,15
GA,13
CA,6
CA,6
FL,12
MA,25
CA,6
CA,6
MI,26
OR,41
WA,53
CA,6
GA,13
TX,48
PA,42
CT,9
MI,26
HI,15
TX,48
VA,51
MO,29
NJ,34
CA,6
WA,53
MD,24
MO,29
HI,15
TX,48
PA,42
TX,48
GA,13
NY,36
NC,37
CA,6
TX,48
TN,47
CO,8
FL,12
NJ,34
NY,36
IL,17
OH,39
CA,6
FL,12
NY,36
MA,25
CA,6
TX,48
MN,27
MA,25
VA,51
MO,29
LA,22
IL,17
PA,42
MA,25
GA,13
NJ,34
ME,23
MN,27
HI,15
CO,8
FL,12
NJ,34
WA,53
CA,6
IL,17
GA,13
FL,12
TX,48
CA,6
FL,12
NJ,34
IN,18
FL,12
IL,17
CA,6
CO,8
FL,12
MA,25
TX,48
FL,12
NY,36
CA,6
NM,35
CA,6
GA,13
NC,37
NJ,34
VA,51
AZ,4
LA,22
TX,48
AZ,4
MN,27
TX,48
SD,46
NC,37
TX,48
TX,48
GA,13
TX,48
GA,13
FL,12
OR,41
TX,48
CA,6
GA,13
NY,36
CA,6
TX,48
TX,48
CA,6
TX,48
MN,27
CA,6
FL,12
TX,48
MI,26
SC,45
CA,6
UT,49
IL,17
NY,36
IL,17
MA,25
NC,37
PA,42
TX,48
VA,51
CO,8
CA,6
TX,48
FL,12
OH,39
MO,29
VA,51
NJ,34
NY,36
KY,21
VA,51
GA,13
NY,36
GA,13
IL,17
WI,55
FL,12
CA,6
IL,17
IN,18
UT,49
NM,35
PR,72
TX,48
TX,48
NY,36
IL,17
CA,6
TX,48
CA,6
NV,32
UT,49
GA,13
IL,17
TX,48
TX,48
MN,27
AZ,4
AZ,4
OR,41
FL,12
NC,37
GA,13
TX,48
FL,12
HI,15
TX,48
CA,6
NC,37
TX,48
CA,6
MI,26
MD,24
CT,9
FL,12
PR,72
FL,12
IL,17
MO,29
CO,8
MO,29
FL,12
TX,48
KS,20
AK,2
VA,51
AZ,4
KY,21
IL,17
TX,48
FL,12
CA,6
MA,25
FL,12
PR,72
FL,12
NY,36
GA,13
NJ,34
TX,48
NH,33
TN,47
UT,49
NJ,34
MS,28
VA,51
AZ,4
TX,48
CA,6
ID,16
SC,45
VA,51
LA,22
TN,47
FL,12
TX,48
NY,36
PA,42
AZ,4
NV,32
TX,48
UT,49
GA,13
HI,15
CO,8
MN,27
MN,27
CA,6
VI,78
TX,48
TX,48
ND,38
CA,6
PR,72
NJ,34
TX,48
WI,55
MN,27
FL,12
OH,39
NY,36
PR,72
WA,53
TX,48
FL,12
CA,6
CA,6
TX,48
KY,21
TN,47
TX,48
IL,17
GA,13
IL,17
NJ,34
IL,17
IL,17
GA,13
AK,2
TX,48
AZ,4
FL,12
CA,6
OH,39
TX,48
FL,12
PR,72
TX,48
CA,6
CA,6
AZ,4
VA,51
NY,36
TX,48
MD,24
CA,6
TX,48
IL,17
UT,49
NJ,34
TX,48
GA,13
NC,37
GA,13
PR,72
TX,48
NV,32
CA,6
IL,17
IL,17
GA,13
HI,15
WY,56
IL,17
TX,48
GA,13
AL,1
IL,17
MI,26
TX,48
WI,55
CO,8
CO,8
CO,8
GA,13
AZ,4
TN,47
CA,6
AZ,4
GA,13
FL,12
IL,17
AK,2
NM,35
TX,48
VA,51
CO,8
TN,47
NV,32
TN,47
TN,47
ND,38
VA,51
NY,36
IL,17
TX,48
TX,48
TX,48
NC,37
CA,6
FL,12
IL,17
HI,15
IL,17
CO,8
NJ,34
IL,17
MA,25
MN,27
TX,48
GA,13
MA,25
MA,25
CA,6
TX,48
LA,22
WA,53
TX,48
NY,36
GA,13
IL,17
FL,12
OK,40
TX,48
AZ,4
CA,6
CA,6
CA,6
AZ,4
NY,36
TX,48
AZ,4
IL,17
CA,6
MN,27
NY,36
GA,13
AZ,4
NY,36
VA,51
CA,6
IL,17
TX,48
OH,39
CA,6
IL,17
NY,36
NC,37
IN,18
FL,12
GA,13
WI,55
IL,17
OR,41
WA,53
OR,41
VA,51
IL,17
MO,29
TX,48
CA,6
AZ,4
PR,72
IL,17
PA,42
CO,8
IL,17
WI,55
MD,24
NY,36
GA,13
CA,6
NV,32
VA,51
CA,6
IL,17
GA,13
IL,17
NY,36
IL,17
GA,13
FL,12
TX,48
WI,55
VA,51
NV,32
TX,48
TX,48
UT,49
IL,17
MI,26
MI,26
NC,37
CA,6
FL,12
CA,6
MA,25
MS,28
MA,25
PA,42
CA,6
LA,22
RI,44
WI,55
CA,6
MN,27
TX,48
PR,72
LA,22
TX,48
TN,47
CA,6
FL,12
TX,48
CA,6
HI,15
CA,6
NY,36
IL,17
TX,48
FL,12
NC,37
CA,6
TX,48
36,New York
CA,6
TN,47
CA,6
GA,13
FL,12
MN,27
AZ,4
FL,12
CA,6
CA,6
NY,36
NM,35
IL,17
CO,8
GA,13
CO,8
OH,39
CO,8
MD,24
TX,48
VA,51
MO,29
CA,6
MT,30
MN,27
CA,6
TX,48
AL,1
CA,6
GA,13
IL,17
FL,12
TN,47
CO,8
NJ,34
NV,32
IL,17
TX,48
CA,6
CO,8
CA,6
CA,6
NJ,34
VA,51
CA,6
KY,21
NV,32
TX,48
UT,49
PA,42
TX,48
CT,9
FL,12
GA,13
KS,20
FL,12
GA,13
NY,36
TX,48
WA,53
TX,48
IL,17
CO,8
IL,17
TX,48
RI,44
IL,17
VA,51
TX,48
VA,51
CO,8
AZ,4
NV,32
AZ,4
NY,36
TX,48
TX,48
PA,42
MO,29
CO,8
MO,29
TX,48
GA,13
NJ,34
NY,36
PA,42
NY,36
CA,6
FL,12
FL,12
KY,21
AL,1
CA,6
TX,48
RI,44
NY,36
TX,48
AZ,4
MN,27
KS,20
AK,2
AL,1
CO,8
FL,12
TX,48
CO,8
FL,12
HI,15
OR,41
MN,27
AZ,4
TX,48
GA,13
NJ,34
VA,51
FL,12
OH,39
TX,48
FL,12
FL,12
CA,6
CA,6
NY,36
MA,25
TX,48
MI,26
FL,12
NV,32
CA,6
MI,26
GA,13
GA,13
CA,6
MD,24
CO,8
FL,12
CA,6
GA,13
OH,39
OR,41
TX,48
WA,53
CA,6
TX,48
GA,13
FL,12
CO,8
TX,48
AZ,4
UT,49
IL,17
GA,13
TX,48
GA,13
AZ,4
MO,29
IL,17
OK,40
WI,55
GA,13
OH,39
PA,42
MI,26
TX,48
TN,47
TX,48
TN,47
MA,25
VA,51
TX,48
GA,13
AR,5
UT,49
TX,48
NY,36
FL,12
PA,42
CA,6
FL,12
TX,48
GA,13
GA,13
FL,12
CA,6
MA,25
FL,12
MI,26
NV,32
AZ,4
TX,48
OK,40
MN,27
IL,17
PA,42
GA,13
CA,6
AZ,4
CA,6
GA,13
CA,6
TX,48
OH,39
MO,29
MI,26
FL,12
TX,48
CA,6
FL,12
FL,12
TX,48
MT,30
FL,12
CO,8
CA,6
VA,51
LA,22
TX,48
ME,23
GA,13
WI,55
HI,15
IL,17
TX,48
NY,36
OH,39
FL,12
IL,17
IL,17
TX,48
TX,48
WA,53
AK,2
CA,6
CA,6
CA,6
CO,8
NY,36
CA,6
NV,32
CA,6
TX,48
VA,51
TX,48
NC,37
PA,42
FL,12
TX,48
NV,32
CA,6
CA,6
CA,6
MO,29
OR,41
GA,13
TX,48
FL,12
IL,17
LA,22
WI,55
IL,17
FL,12
CO,8
FL,12
GA,13
CA,6
CO,8
SC,45
OH,39
AL,1
WI,55
CA,6
GA,13
TX,48
WI,55
TX,48
CA,6
GA,13
CO,8
TX,48
TX,48
NY,36
WA,53
VA,51
OK,40
NC,37
NY,36
NY,36
CA,6
MN,27
IL,17
NY,36
TX,48
NH,33
TX,48
TX,48
CA,6
TX,48
CO,8
TX,48
UT,49
NJ,34
NY,36
TX,48
TX,48
TX,48
IL,17
TX,48
CA,6
NM,35
TX,48
CA,6
IL,17
NC,37
NJ,34
NJ,34
AL,1
CA,6
MN,27
CA,6
AZ,4
CA,6
NC,37
HI,15
VA,51
OH,39
MN,27
FL,12
CA,6
MD,24
TX,48
TX,48
TX,48
GA,13
29,Missouri
HI,15
CA,6
TX,48
VA,51
SC,45
GA,13
AZ,4
MI,26
IL,17
GA,13
TX,48
AZ,4
CO,8
UT,49
OH,39
CA,6
CO,8
NC,37
TX,48
CA,6
NJ,34
WA,53
IL,17
NY,36
TX,48
CA,6
PR,72
NY,36
NY,36
CA,6
CA,6
WA,53
IL,17
NV,32
WA,53
TX,48
CA,6
IN,18
GA,13
GA,13
WV,54
CA,6
CA,6
CA,6
FL,12
NJ,34
PA,42
IL,17
FL,12
TX,48
MN,27
IN,18
IL,17
GA,13
GA,13
CA,6
TX,48
AZ,4
PA,42
LA,22
GA,13
CA,6
NC,37
CA,6
NM,35
NY,36
PR,72
ID,16
AL,1
HI,15
TN,47
CA,6
AZ,4
IN,18
CO,8
NJ,34
CO,8
NM,35
MN,27
GA,13
TX,48
MD,24
VA,51
NJ,34
CO,8
TX,48
CA,6
TX,48
TX,48
CA,6
CO,8
TX,48
ID,16
GA,13
IL,17
AZ,4
CO,8
OH,39
VA,51
CO,8
CA,6
IN,18
FL,12
NH,33
MD,24
UT,49
CA,6
GA,13
TX,48
GA,13
CA,6
AZ,4
MT,30
AZ,4
WA,53
FL,12
CO,8
PA,42
MA,25
NY,36
UT,49
NH,33
UT,49
VA,51
OK,40
KY,21
CA,6
NY,36
NY,36
FL,12
AZ,4
WI,55
AK,2
IL,17
TX,48
KY,21
VA,51
TX,48
CA,6
CA,6
FL,12
MO,29
FL,12
CO,8
TX,48
VA,51
HI,15
NY,36
TX,48
TX,48
IL,17
CO,8
IL,17
LA,22
GA,13
VA,51
CA,6
NV,32
CO,8
NY,36
MD,24
AZ,4
IL,17
VA,51
GA,13
NC,37
IL,17
CA,6
WA,53
FL,12
MI,26
MN,27
MI,26
MA,25
LA,22
NJ,34
TX,48
FL,12
CA,6
CO,8
CA,6
NV,32
UT,49
CA,6
IL,17
CO,8
FL,12
CO,8
MA,25
NJ,34
IL,17
SC,45
GA,13
TX,48
NJ,34
NJ,34
MO,29
FL,12
CA,6
CO,8
FL,12
VA,51
CA,6
GA,13
MO,29
MI,26
ME,23
AZ,4
MO,29
FL,12
IL,17
TX,48
IL,17
CA,6
WA,53
WI,55
WA,53
UT,49
CA,6
NC,37
CO,8
CA,6
VA,51
GA,13
GA,13
NC,37
TX,48
AZ,4
KY,21
WI,55
CA,6
MN,27
OH,39
CA,6
AZ,4
MI,26
CA,6
CO,8
GA,13
TX,48
ME,23
NJ,34
IA,19
NC,37
IL,17
NY,36
TX,48
NY,36
CA,6
CA,6
FL,12
VA,51
CO,8
PA,42
TX,48
TN,47
NC,37
CA,6
NE,31
HI,15
MD,24
MN,27
TX,48
NJ,34
TX,48
TX,48
NC,37
LA,22
CA,6
CA,6
OR,41
TX,48
CA,6
NC,37
OH,39
AL,1
CA,6
NV,32
FL,12
MO,29
TX,48
HI,15
TN,47
NY,36
NC,37
WI,55
TX,48
AZ,4
NY,36
TX,48
NJ,34
MA,25
TX,48
FL,12
CA,6
FL,12
WA,53
TX,48
MA,25
IL,17
TX,48
GA,13
NY,36
KY,21
GA,13
TX,48
LA,22
TX,48
MO,29
HI,15
TX,48
NV,32
NJ,34
GA,13
NY,36
VA,51
VA,51
TX,48
TX,48
FL,12
NC,37
TX,48
NY,36
NV,32
UT,49
NC,37
FL,12
MA,25
IL,17
FL,12
GA,13
GA,13
NC,37
NV,32
UT,49
AR,5
CA,6
MO,29
MN,27
MI,26
GA,13
VA,51
IN,18
AZ,4
NY,36
TX,48
CA,6
CA,6
CA,6
TX,48
VA,51
MO,29
NC,37
42,Pennsylvania
MA,25
FL,12
FL,12
CO,8
CO,8
MO,29
GA,13
NC,37
OH,39
TX,48
CA,6
OR,41
CA,6
IL,17
VA,51
NC,37
MN,27
OR,41
TX,48
IL,17
VA,51
CA,6
AZ,4
CO,8
CA,6
CA,6
TX,48
GA,13
IL,17
OH,39
NV,32
IL,17
CO,8
NY,36
CT,9
CA,6
IL,17
FL,12
WA,53
TX,48
CA,6
CA,6
HI,15
CA,6
TX,48
NC,37
CA,6
CO,8
CA,6
NV,32
CA,6
TN,47
NJ,34
IL,17
TX,48
NY,36
AZ,4
GA,13
CA,6
UT,49
IL,17
NY,36
CO,8
MN,27
CA,6
FL,12
MS,28
IL,17
NC,37
TX,48
TX,48
TX,48
IL,17
CA,6
PA,42
NJ,34
KY,21
FL,12
NJ,34
MO,29
MD,24
TX,48
TX,48
TX,48
CA,6
36,New York
CA,6
NM,35
NY,36
CO,8
TX,48
CA,6
TX,48
NY,36
WI,55
TX,48
CA,6
IL,17
GA,13
AL,1
NV,32
FL,12
FL,12
NC,37
TX,48
CA,6
GA,13
CA,6
IL,17
GA,13
CA,6
TX,48
MS,28
MD,24
CA,6
TX,48
FL,12
TX,48
TX,48
AZ,4
VA,51
PA,42
FL,12
CA,6
GA,13
CO,8
MD,24
GA,13
UT,49
FL,12
AZ,4
NY,36
CA,6
FL,12
VA,51
KY,21
MS,28
TX,48
IL,17
LA,22
UT,49
AZ,4
MO,29
LA,22
TX,48
MD,24
PR,72
GA,13
MA,25
TN,47
AK,2
HI,15
NY,36
CO,8
TX,48
CA,6
CA,6
VA,51
WA,53
NC,37
FL,12
TX,48
NC,37
PA,42
HI,15
CA,6
VA,51
NJ,34
FL,12
HI,15
TX,48
FL,12
FL,12
MI,26
NV,32
TX,48
GA,13
VA,51
CA,6
NJ,34
VA,51
MI,26
MA,25
HI,15
IL,17
TX,48
MA,25
CA,6
NC,37
MN,27
MN,27
VA,51
CA,6
GA,13
IN,18
CA,6
TX,48
OR,41
PR,72
MI,26
CA,6
CA,6
VA,51
CO,8
TX,48
AZ,4
FL,12
IL,17
NC,37
NE,31
CA,6
NJ,34
VA,51
CA,6
NC,37
GA,13
UT,49
CA,6
NC,37
IL,17
NY,36
IL,17
OK,40
MD,24
CA,6
WA,53
OH,39
HI,15
LA,22
NJ,34
MD,24
MI,26
CA,6
AZ,4
MO,29
TX,48
CO,8
TX,48
AZ,4
TX,48
MD,24
CA,6
NY,36
FL,12
TX,48
CO,8
IL,17
TX,48
AZ,4
ID,16
CA,6
ID,16
FL,12
GA,13
AZ,4
NC,37
MA,25
GA,13
NY,36
NJ,34
PR,72
CA,6
IL,17
GA,13
TX,48
CO,8
CA,6
TN,47
CA,6
RI,44
CA,6
NC,37
AZ,4
IL,17
TX,48
TX,48
MA,25
FL,12
MI,26
FL,12
MD,24
TX,48
VA,51
MD,24
CA,6
TX,48
TX,48
VA,51
NV,32
MT,30
MA,25
CA,6
NJ,34
UT,49
CA,6
NY,36
TX,48
TN,47
LA,22
CA,6
IL,17
TX,48
WA,53
CA,6
CA,6
AZ,4
UT,49
GA,13
WV,54
IL,17
LA,22
FL,12
MN,27
TX,48
TX,48
AZ,4
MA,25
MO,29
FL,12
CA,6
CA,6
TX,48
MN,27
AZ,4
NC,37
CO,8
HI,15
TX,48
MO,29
CA,6
LA,22
FL,12
IL,17
MI,26
IL,17
TX,48
CA,6
OR,41
GA,13
FL,12
VA,51
CA,6
TN,47
GA,13
IL,17
TX,48
MO,29
CA,6
HI,15
HI,15
NY,36
IL,17
NY,36
MN,27
CO,8
TX,48
TX,48
CO,8
NY,36
FL,12
CA,6
UT,49
KY,21
MI,26
MA,25
PA,42
GA,13
AZ,4
NY,36
MA,25
NY,36
GA,13
HI,15
UT,49
WI,55
IA,19
TX,48
CA,6
TX,48
TX,48
CA,6
AL,1
GA,13
TX,48
TX,48
CA,6
CA,6
FL,12
MO,29
TX,48
CA,6
GA,13
GA,13
CA,6
AZ,4
KY,21
GA,13
CO,8
CO,8
GA,13
TX,48
HI,15
CO,8
CA,6
NY,36
MO,29
NY,36
TX,48
IL,17
CA,6
GA,13
FL,12
CA,6
CO,8
CA,6
TX,48
CO,8
LA,22
FL,12
FL,12
CA,6
AZ,4
WI,55
MN,27
CA,6
