VENTTUBE,PULMEMBOLUS,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,DISCONNECT,MINVOLSET
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,True,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,ONESIDED,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
ZERO,False,NORMAL,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,LOW,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,HIGH,True,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,LOW
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,NORMAL,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,False,HIGH
HIGH,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,False,HIGH
LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,False,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,True,HIGH
ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,ONESIDED,NORMAL,LOW,LOW,ZERO,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,NORMAL,HIGH,ZERO,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,NORMAL,HIGH,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,False,NORMAL
ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,False,ESOPHAGEAL,ZERO,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
