HRBP,INSUFFANESTH,HRSAT,HREKG,KINKEDTUBE,HR,HYPOVOLEMIA,ERRLOWOUTPUT
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,LOW,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,LOW,LOW,False,NORMAL,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
LOW,False,HIGH,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,True,HIGH,True,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,LOW,False,LOW,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,True,NORMAL,LOW,False,LOW,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,LOW,LOW,False,NORMAL,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,True,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,LOW,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,True,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,LOW,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,LOW,LOW,False,NORMAL,True,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,True,NORMAL,HIGH,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,LOW,False,HIGH,True,False
NORMAL,False,LOW,LOW,False,NORMAL,False,True
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,True,LOW,HIGH,False,LOW,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,True,False
LOW,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,NORMAL,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,True,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,True,LOW,HIGH,True,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,NORMAL,NORMAL,False,HIGH,True,False
HIGH,False,HIGH,HIGH,True,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,True,HIGH,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,LOW,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,True,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,NORMAL,HIGH,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,NORMAL,LOW,True,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,LOW,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,LOW,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,HIGH,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,True,NORMAL,NORMAL,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,HIGH,HIGH,True,HIGH,False,True
HIGH,False,HIGH,HIGH,True,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,NORMAL,NORMAL,True,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,True,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,True,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,LOW,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,NORMAL,False,NORMAL,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,LOW,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,True,HIGH,False,False
NORMAL,False,NORMAL,NORMAL,False,LOW,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
LOW,False,LOW,LOW,True,NORMAL,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
HIGH,False,HIGH,LOW,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,NORMAL,False,NORMAL,True,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
NORMAL,False,NORMAL,NORMAL,False,HIGH,False,True
HIGH,True,HIGH,HIGH,False,HIGH,False,False
LOW,True,LOW,LOW,False,NORMAL,True,False
HIGH,True,HIGH,HIGH,True,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
NORMAL,False,LOW,LOW,False,NORMAL,True,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,NORMAL,NORMAL,False,HIGH,False,False
NORMAL,False,HIGH,NORMAL,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,NORMAL,False,LOW,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,HIGH,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,True
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
NORMAL,False,HIGH,HIGH,False,HIGH,False,True
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,True,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
LOW,False,NORMAL,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,NORMAL,False,HIGH,True,False
LOW,False,LOW,LOW,False,NORMAL,True,False
LOW,False,LOW,LOW,False,NORMAL,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,False,False
LOW,False,LOW,LOW,False,NORMAL,True,False
LOW,False,LOW,LOW,False,NORMAL,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
HIGH,True,HIGH,HIGH,False,HIGH,True,False
HIGH,False,HIGH,HIGH,False,HIGH,False,False
