VENTTUBE,INSUFFANESTH,PVSAT,PAP,HREKG,KINKEDTUBE,FIO2,SAO2,BP
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,NORMAL,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,HIGH,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
HIGH,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
LOW,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,HIGH,LOW,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
ZERO,False,LOW,LOW,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,NORMAL
LOW,True,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,LOW,NORMAL,LOW
ZERO,False,NORMAL,NORMAL,HIGH,False,LOW,NORMAL,NORMAL
ZERO,False,NORMAL,LOW,HIGH,False,LOW,LOW,HIGH
HIGH,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
ZERO,False,NORMAL,NORMAL,HIGH,False,LOW,NORMAL,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,True,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,True,NORMAL,LOW,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,HIGH,LOW,False,NORMAL,LOW,LOW
LOW,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,True,NORMAL,LOW,LOW
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,NORMAL
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,NORMAL
LOW,True,LOW,LOW,HIGH,False,NORMAL,LOW,LOW
ZERO,False,NORMAL,NORMAL,HIGH,False,LOW,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,True,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,True,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
NORMAL,False,NORMAL,NORMAL,LOW,False,NORMAL,NORMAL,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
NORMAL,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
ZERO,False,NORMAL,LOW,HIGH,False,LOW,NORMAL,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
NORMAL,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
HIGH,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,True,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
ZERO,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,HIGH,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,True,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
ZERO,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,True,LOW,NORMAL,LOW,False,LOW,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
NORMAL,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,LOW,NORMAL,LOW,False,LOW,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,NORMAL
LOW,False,LOW,HIGH,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
HIGH,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
HIGH,False,HIGH,LOW,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
NORMAL,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
NORMAL,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,LOW,False,NORMAL,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL,HIGH
HIGH,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,NORMAL,True,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
NORMAL,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,NORMAL,False,NORMAL,LOW,HIGH
LOW,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
NORMAL,True,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
HIGH,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,HIGH,LOW,False,NORMAL,HIGH,HIGH
ZERO,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
HIGH,False,HIGH,HIGH,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
HIGH,False,NORMAL,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
ZERO,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW
NORMAL,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,HIGH,NORMAL,False,NORMAL,LOW,LOW
ZERO,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,NORMAL,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
ZERO,False,LOW,LOW,LOW,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
HIGH,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
ZERO,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,True,LOW,HIGH,HIGH,False,NORMAL,LOW,LOW
NORMAL,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
NORMAL,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
NORMAL,True,LOW,LOW,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,NORMAL,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,LOW,LOW,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,NORMAL,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,HIGH,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,LOW,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
ZERO,False,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,True,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,NORMAL,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,NORMAL
LOW,True,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,True,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
ZERO,False,HIGH,NORMAL,LOW,False,NORMAL,HIGH,HIGH
LOW,False,LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL
ZERO,False,LOW,NORMAL,HIGH,False,NORMAL,LOW,LOW
