INTUBATION,EXPCO2,MINVOL,VENTALV,VENTLUNG,ARTCO2
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,LOW,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,LOW,LOW,HIGH,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,HIGH,HIGH,NORMAL,HIGH,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,LOW,HIGH,NORMAL,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,HIGH,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,ZERO,ZERO,ZERO,LOW,NORMAL
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
ONESIDED,HIGH,ZERO,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,HIGH,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
