ERRCAUTER,CO,HRSAT,HREKG,HR,HISTORY
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,LOW,NORMAL,NORMAL,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,LOW,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,True
True,HIGH,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,True
False,NORMAL,HIGH,LOW,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,LOW,LOW,HIGH,LOW,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,HIGH,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,True
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,HIGH,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,LOW,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,HIGH,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
True,NORMAL,NORMAL,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,LOW,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,HIGH,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,True
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,True
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,LOW,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,True
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,NORMAL,NORMAL,LOW,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,LOW,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,NORMAL,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,NORMAL,LOW,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,HIGH,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,LOW,NORMAL,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,NORMAL,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,LOW,NORMAL,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,HIGH,LOW,False
True,HIGH,HIGH,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,NORMAL,HIGH,LOW,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,HIGH,NORMAL,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
True,NORMAL,NORMAL,NORMAL,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,LOW,LOW,NORMAL,False
