HypoxiaInO2,Grunting,LowerBodyO2,HypDistrib
Moderate,no,<5,Unequal
Moderate,yes,5-12,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Mild,no,5-12,Equal
Severe,yes,5-12,Equal
Mild,no,5-12,Equal
Mild,yes,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Unequal
Mild,no,<5,Unequal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,yes,<5,Unequal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Severe,yes,5-12,Equal
Severe,yes,<5,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Unequal
Moderate,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Mild,yes,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Mild,no,<5,Unequal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Mild,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Severe,yes,<5,Equal
Severe,no,<5,Unequal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Severe,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Unequal
Moderate,no,<5,Equal
Severe,no,12+,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Unequal
Mild,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,yes,12+,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,<5,Equal
Mild,no,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,yes,<5,Equal
Severe,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Unequal
Mild,no,5-12,Equal
Severe,no,<5,Unequal
Moderate,no,12+,Equal
Severe,yes,<5,Equal
Moderate,no,12+,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,yes,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,12+,Equal
Mild,yes,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,12+,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Unequal
Moderate,no,12+,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Mild,yes,12+,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,<5,Unequal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Unequal
Moderate,no,<5,Equal
Severe,yes,12+,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Mild,no,12+,Equal
Mild,no,12+,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Mild,yes,<5,Unequal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Moderate,yes,<5,Equal
Mild,no,12+,Equal
Severe,yes,12+,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Unequal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Mild,yes,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Unequal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Severe,yes,5-12,Equal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Unequal
Moderate,yes,<5,Equal
Severe,no,<5,Equal
Moderate,yes,12+,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Unequal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Mild,yes,12+,Equal
Severe,yes,5-12,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,12+,Equal
Moderate,yes,<5,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,yes,<5,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,yes,<5,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Unequal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,<5,Equal
Moderate,yes,<5,Equal
Severe,no,12+,Equal
Mild,no,<5,Equal
Severe,yes,5-12,Unequal
Severe,no,5-12,Equal
Severe,no,12+,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Unequal
Severe,no,<5,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Mild,yes,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Mild,no,5-12,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Mild,yes,12+,Equal
Severe,no,5-12,Equal
Severe,yes,12+,Equal
Severe,yes,5-12,Unequal
Moderate,no,5-12,Equal
Severe,yes,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,<5,Unequal
Severe,yes,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Mild,no,12+,Equal
Mild,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Severe,yes,<5,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Unequal
Moderate,no,5-12,Unequal
Moderate,no,<5,Unequal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Equal
Mild,yes,5-12,Unequal
Severe,yes,<5,Equal
Moderate,yes,<5,Equal
Severe,yes,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Mild,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,yes,12+,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Severe,yes,<5,Unequal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Severe,no,12+,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Severe,yes,<5,Unequal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,12+,Equal
Severe,yes,12+,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Unequal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,<5,Unequal
Mild,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,12+,Unequal
Mild,no,<5,Unequal
Mild,yes,12+,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,12+,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,yes,12+,Unequal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,<5,Unequal
Moderate,no,<5,Equal
Mild,yes,<5,Unequal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,12+,Equal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Mild,no,12+,Equal
Moderate,yes,<5,Equal
Severe,no,12+,Equal
Severe,yes,<5,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,<5,Unequal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Unequal
Moderate,no,<5,Equal
Severe,yes,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,yes,5-12,Unequal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Mild,yes,12+,Equal
Mild,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,yes,5-12,Equal
Moderate,no,<5,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Mild,no,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,12+,Equal
Mild,no,12+,Equal
Severe,yes,5-12,Equal
Moderate,yes,<5,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Mild,yes,12+,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Severe,yes,5-12,Unequal
Mild,no,12+,Equal
Severe,yes,5-12,Equal
Severe,no,12+,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,yes,<5,Equal
Mild,yes,<5,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,<5,Equal
Severe,no,12+,Equal
Severe,no,5-12,Unequal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Mild,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Unequal
Severe,no,12+,Unequal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,yes,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Mild,yes,5-12,Unequal
Severe,no,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,yes,5-12,Equal
Moderate,no,12+,Equal
Severe,yes,<5,Equal
Mild,no,12+,Equal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Mild,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Severe,yes,12+,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,yes,<5,Equal
Mild,no,5-12,Unequal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Severe,no,5-12,Equal
Moderate,yes,12+,Equal
Moderate,yes,<5,Unequal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Unequal
Moderate,no,<5,Equal
Mild,no,12+,Unequal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Unequal
Severe,no,5-12,Equal
Severe,no,<5,Unequal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Unequal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,yes,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,12+,Equal
Severe,yes,<5,Equal
Severe,yes,5-12,Equal
Moderate,no,<5,Unequal
Moderate,no,12+,Equal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Unequal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,<5,Equal
Moderate,no,12+,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Unequal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Mild,no,12+,Equal
Severe,no,12+,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,<5,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Moderate,yes,5-12,Equal
Severe,yes,5-12,Equal
Severe,no,<5,Unequal
Severe,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Unequal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Severe,yes,<5,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Unequal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Moderate,no,12+,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Unequal
Moderate,yes,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,yes,<5,Unequal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Severe,yes,<5,Equal
Moderate,no,12+,Unequal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Severe,yes,12+,Unequal
Moderate,no,<5,Equal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,12+,Unequal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Severe,yes,<5,Equal
Severe,no,<5,Equal
Severe,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,yes,5-12,Equal
Moderate,no,<5,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,5-12,Equal
Severe,no,12+,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Unequal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,yes,12+,Equal
Moderate,no,5-12,Equal
Severe,no,12+,Equal
Moderate,yes,<5,Equal
Severe,yes,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,yes,5-12,Unequal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,<5,Unequal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Severe,yes,12+,Equal
Severe,no,<5,Equal
Severe,yes,<5,Unequal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Mild,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Equal
Mild,no,<5,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Unequal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,yes,5-12,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Unequal
Severe,no,<5,Equal
Moderate,no,<5,Equal
Severe,no,5-12,Equal
Mild,yes,12+,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Severe,no,<5,Equal
Mild,no,12+,Equal
Moderate,no,<5,Equal
Mild,yes,12+,Equal
Severe,no,12+,Equal
Moderate,no,<5,Equal
Mild,no,5-12,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Mild,yes,5-12,Equal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,yes,<5,Equal
Moderate,no,<5,Equal
Severe,no,12+,Equal
Severe,no,12+,Unequal
Severe,yes,5-12,Unequal
Moderate,no,<5,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,12+,Equal
Severe,no,<5,Equal
Moderate,yes,5-12,Equal
Moderate,no,5-12,Unequal
Moderate,no,5-12,Equal
Mild,no,12+,Equal
Moderate,no,5-12,Unequal
Moderate,yes,5-12,Equal
Severe,no,5-12,Equal
Severe,yes,12+,Equal
Moderate,yes,<5,Equal
Mild,no,12+,Equal
Severe,no,5-12,Equal
Moderate,no,5-12,Equal
Moderate,no,5-12,Equal
Mild,no,5-12,Equal
Severe,no,5-12,Equal
Moderate,no,<5,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,yes,<5,Equal
Severe,no,<5,Equal
Severe,no,5-12,Equal
Severe,no,<5,Equal
Moderate,no,5-12,Equal
