BirthAsphyxia,Disease,LVH,LVHreport
no,Fallot,no,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Lung,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Lung,no,yes
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
yes,TGA,no,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TAPVD,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,no,no
yes,PAIVS,yes,yes
no,TAPVD,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
yes,PAIVS,yes,yes
yes,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,no,no
yes,PAIVS,yes,yes
yes,TGA,no,no
yes,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PFC,no,no
no,PAIVS,yes,yes
yes,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,no,no
yes,TGA,no,no
yes,PAIVS,no,no
no,TGA,yes,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
no,Lung,yes,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Lung,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,yes,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,yes,yes
no,Fallot,no,no
no,TGA,no,yes
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,yes
no,PAIVS,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
yes,PFC,no,no
no,Fallot,no,no
no,TAPVD,yes,yes
no,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PFC,no,no
no,TGA,no,no
no,TGA,no,yes
yes,Fallot,no,no
no,Fallot,no,yes
yes,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,yes
yes,Fallot,no,no
no,PAIVS,yes,yes
yes,Fallot,no,no
no,TGA,yes,yes
no,TAPVD,no,no
no,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,Lung,no,no
yes,PFC,no,no
no,TGA,yes,yes
no,TGA,no,no
yes,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Lung,no,no
no,Fallot,no,yes
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
yes,PAIVS,yes,yes
yes,Fallot,no,no
no,PFC,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
yes,PFC,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,yes,yes
no,Lung,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Lung,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
no,TGA,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
yes,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,yes,yes
yes,Lung,no,no
no,Lung,no,no
no,TGA,yes,yes
no,Fallot,no,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
yes,TGA,no,yes
no,TGA,no,no
no,TAPVD,no,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,Lung,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,yes
no,Fallot,no,no
yes,PAIVS,yes,no
no,PAIVS,no,no
no,TGA,yes,yes
no,Fallot,no,no
yes,Fallot,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PFC,no,no
no,PFC,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
yes,PAIVS,yes,yes
yes,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
yes,TGA,no,no
no,TGA,no,no
no,Lung,no,no
no,PAIVS,yes,yes
yes,PFC,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,yes
no,TGA,no,no
no,PAIVS,yes,no
yes,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,PFC,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
yes,PFC,no,no
yes,Lung,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
yes,Fallot,no,no
no,PFC,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Lung,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
yes,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
yes,PFC,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
yes,TGA,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,no
no,Lung,no,no
no,Lung,no,no
no,PAIVS,yes,yes
no,Fallot,no,yes
yes,Fallot,no,no
no,PAIVS,no,yes
no,TAPVD,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,yes
yes,Fallot,no,no
no,TGA,no,no
no,TGA,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,yes,yes
no,Fallot,yes,yes
no,TAPVD,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,yes,yes
no,PAIVS,yes,yes
no,PAIVS,no,no
no,TGA,no,no
no,Fallot,no,yes
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,Lung,no,no
yes,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,yes,yes
no,PAIVS,yes,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,no,no
no,PFC,no,no
no,TAPVD,yes,yes
no,Lung,no,no
no,PAIVS,yes,no
no,Fallot,no,no
no,Fallot,no,no
no,TAPVD,no,no
yes,PFC,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,PAIVS,yes,yes
yes,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,Fallot,no,no
yes,TAPVD,no,yes
yes,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
yes,Lung,no,no
no,Fallot,no,no
no,TGA,no,no
yes,TAPVD,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Lung,no,no
no,Lung,no,no
no,Fallot,no,no
no,TGA,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
yes,TGA,no,no
yes,PFC,no,no
no,TGA,no,no
no,PAIVS,no,no
no,TGA,no,no
no,PAIVS,no,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,PFC,no,yes
no,TGA,no,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PFC,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,yes
no,Lung,no,no
no,PFC,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,TGA,yes,yes
no,Fallot,no,no
no,Fallot,no,no
yes,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,Lung,no,no
no,Fallot,no,no
no,TGA,no,no
yes,TGA,no,no
yes,Fallot,yes,yes
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
yes,Fallot,no,no
no,Lung,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,TAPVD,no,no
no,TGA,no,no
no,TGA,no,no
yes,TGA,no,no
yes,Lung,no,no
no,Fallot,no,no
yes,TGA,no,no
yes,Fallot,no,no
no,PAIVS,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,yes,yes
no,TAPVD,no,no
yes,TAPVD,no,no
no,TGA,no,no
no,TGA,no,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,no,no
no,PAIVS,yes,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Lung,no,no
no,TGA,no,no
yes,TGA,yes,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,no
no,TGA,no,no
no,TGA,no,no
no,PFC,no,no
no,TGA,no,no
no,Lung,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PFC,no,no
no,Fallot,yes,yes
yes,PFC,yes,yes
no,Fallot,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
yes,Fallot,no,no
no,Fallot,no,no
yes,Lung,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Lung,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
no,TGA,no,no
no,PAIVS,yes,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,yes
no,PAIVS,yes,yes
no,PAIVS,yes,no
no,Fallot,no,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
yes,PFC,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,no
no,TGA,no,no
no,TAPVD,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,no
no,PAIVS,yes,yes
no,Lung,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Lung,no,no
no,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,yes,yes
no,Fallot,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,PFC,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,no,no
no,PFC,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PFC,no,yes
no,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,yes,yes
no,TAPVD,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,PFC,no,no
no,TGA,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
yes,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
yes,TGA,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,PFC,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,yes,yes
no,PAIVS,yes,yes
no,PAIVS,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,yes,yes
yes,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,no,no
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Lung,no,no
no,TGA,yes,yes
yes,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,yes,no
yes,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
yes,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,yes
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
no,PFC,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
yes,TAPVD,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
yes,PFC,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,yes,yes
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,TAPVD,yes,yes
no,PAIVS,no,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
yes,PFC,no,no
no,Lung,no,no
yes,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
yes,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TGA,no,no
no,PAIVS,no,no
no,PAIVS,no,no
yes,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
yes,Fallot,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,yes,yes
no,PAIVS,yes,no
no,TAPVD,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,no
no,PAIVS,no,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Lung,no,no
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TAPVD,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,Lung,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
yes,Lung,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
yes,TGA,no,no
no,TGA,no,no
no,Fallot,yes,yes
no,TGA,no,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,yes
no,PAIVS,yes,yes
no,Lung,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,yes
no,PFC,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
yes,Fallot,no,no
yes,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,Lung,no,no
no,PFC,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,Fallot,no,no
yes,TAPVD,no,no
no,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Lung,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
yes,Fallot,no,no
no,Fallot,no,no
no,TAPVD,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,yes
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
yes,PFC,no,no
no,PAIVS,yes,yes
yes,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Lung,no,no
no,TAPVD,no,no
no,PFC,no,no
no,Fallot,no,no
no,Fallot,no,no
no,Lung,no,no
no,Fallot,no,no
no,TGA,no,no
no,TAPVD,no,no
no,PAIVS,yes,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
yes,TGA,no,no
no,TAPVD,no,no
yes,TGA,no,no
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
yes,PFC,no,no
no,TGA,no,no
no,Fallot,no,yes
no,Fallot,no,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,no,no
no,Fallot,no,no
no,Lung,no,no
no,Fallot,no,no
yes,PFC,no,no
no,TAPVD,no,no
no,Fallot,no,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,PFC,no,no
no,Fallot,no,yes
no,TGA,no,no
yes,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PFC,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,TGA,no,no
yes,PAIVS,yes,no
no,PAIVS,yes,yes
no,PAIVS,no,no
no,PAIVS,yes,yes
no,TGA,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Fallot,yes,yes
no,Fallot,no,no
no,TAPVD,no,no
no,PFC,no,yes
no,Lung,no,no
no,PAIVS,yes,yes
no,Fallot,yes,yes
no,Fallot,no,no
yes,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,no,no
no,PAIVS,no,no
yes,PFC,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,Lung,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,PAIVS,yes,no
no,Fallot,no,no
yes,Fallot,no,no
no,Fallot,yes,yes
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,yes
no,Fallot,yes,yes
no,PFC,no,no
no,TGA,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TAPVD,no,no
no,TGA,no,no
no,PAIVS,yes,yes
yes,PAIVS,yes,yes
no,Fallot,no,no
no,PFC,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,PFC,no,no
yes,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
yes,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
yes,Lung,no,no
no,Fallot,no,no
no,TGA,no,yes
no,PAIVS,yes,yes
no,TAPVD,no,no
no,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,yes
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,no
yes,TGA,no,no
yes,Fallot,no,no
no,PAIVS,yes,yes
yes,TAPVD,no,no
no,PAIVS,yes,yes
no,PAIVS,no,yes
no,Fallot,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,no,no
yes,TGA,yes,yes
no,Lung,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,TGA,yes,yes
no,TAPVD,no,no
no,Fallot,yes,yes
no,TGA,no,no
no,TGA,no,no
no,Lung,no,no
no,Fallot,no,no
no,Fallot,no,no
yes,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
yes,Lung,no,no
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
yes,PFC,no,no
no,TGA,no,no
no,Fallot,no,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,Lung,no,no
no,TGA,no,no
no,TAPVD,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,Fallot,no,yes
no,PAIVS,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PFC,no,no
no,TGA,no,no
no,Fallot,no,no
yes,TGA,no,no
no,TAPVD,no,no
no,Fallot,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TGA,no,yes
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,no
no,TGA,no,no
no,Fallot,no,no
yes,PAIVS,yes,yes
no,TGA,no,yes
yes,Fallot,no,no
no,Fallot,no,no
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,yes,no
no,PAIVS,yes,yes
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
yes,TAPVD,no,no
no,TGA,no,no
no,TGA,yes,yes
no,Fallot,no,no
no,TGA,no,no
no,PFC,no,no
no,TGA,yes,yes
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,Fallot,no,no
no,TGA,no,no
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,PAIVS,yes,yes
no,TGA,no,no
no,TAPVD,no,no
no,Fallot,no,no
no,Lung,no,no
yes,Lung,yes,yes
no,PAIVS,no,no
no,Lung,no,no
