J,L,O
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Male,1672,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1902,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,2051,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,2001,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,1980,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1340,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,2339,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1628,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1848,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1977,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,1740,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,2002,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1902,>50K
Female,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,1902,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1902,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,1719,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,2339,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1902,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1579,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1590,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1902,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,1741,<=50K
Male,1628,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,2415,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,1408,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,1740,<=50K
Female,0,<=50K
Male,0,<=50K
Male,2258,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,1485,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1848,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1977,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1485,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Female,1902,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1669,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,1977,>50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,1741,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,1602,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1902,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,1719,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1902,>50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1887,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,1887,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1887,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,419,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,1408,<=50K
Female,0,<=50K
Male,0,<=50K
Male,1590,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,1579,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1741,<=50K
Female,1564,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,2547,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,2174,>50K
Female,2206,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,2415,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,1590,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Male,2415,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,1980,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,1741,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1977,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,1340,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Female,0,>50K
Female,0,>50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Male,1602,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,>50K
Female,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,1902,<=50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,1977,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1902,>50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,>50K
Male,2339,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,1977,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,2205,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Male,0,<=50K
Male,0,>50K
Male,1977,>50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Male,0,<=50K
Male,0,>50K
Female,1726,<=50K
Male,0,<=50K
Male,1485,>50K
Male,0,>50K
Male,0,>50K
Male,0,<=50K
Female,0,<=50K
Male,0,>50K
Female,0,<=50K
Male,0,<=50K
Female,0,<=50K
Female,0,<=50K
Female,0,<=50K
